userId,itemId,actual_rating,ffnn_predicted_rating
9,77433,0.0,2.0
9,81409,0.0,1.0
9,82097,0.0,2.0
9,73597,0.0,2.0
9,84913,0.0,3.0
9,74409,0.0,2.0
9,77186,0.0,3.0
9,71724,0.0,3.0
9,75647,0.0,3.0
9,70692,0.0,2.0
9,84658,0.0,2.0
9,76635,0.0,2.0
9,70658,0.0,2.0
9,84266,0.0,2.0
9,73260,0.0,2.0
9,81474,0.0,2.0
9,83110,0.0,3.0
9,70960,0.0,2.0
9,75953,0.0,2.0
9,81019,0.0,2.0
9,75698,0.0,2.0
9,84666,0.0,2.0
9,83087,0.0,2.0
9,74281,0.0,2.0
9,69886,0.0,2.0
9,75971,0.0,2.0
9,84882,0.0,3.0
9,75487,0.0,2.0
9,76343,0.0,4.0
9,78545,0.0,2.0
9,83156,0.0,2.0
9,81035,0.0,1.0
9,74567,0.0,2.0
9,73070,0.0,2.0
9,78214,0.0,3.0
9,78262,0.0,2.0
9,80820,0.0,3.0
9,85701,0.0,2.0
9,82563,0.0,3.0
9,78243,0.0,2.0
9,85285,0.0,4.0
9,73296,0.0,2.0
9,80677,0.0,4.0
9,75789,0.0,3.0
9,72812,0.0,2.0
9,78947,0.0,2.0
9,74274,0.0,2.0
9,69703,0.0,2.0
9,81336,0.0,3.0
9,71290,0.0,2.0
9,73586,0.0,1.0
9,75688,0.0,2.0
15,80225,0.0,2.0
15,78657,0.0,2.0
15,77673,0.0,2.0
15,74454,0.0,2.0
15,76677,0.0,2.0
15,71350,0.0,3.0
15,78979,0.0,3.0
15,81198,0.0,2.0
15,71537,0.0,1.0
15,83433,0.0,2.0
15,84451,0.0,3.0
15,75952,0.0,3.0
15,78511,0.0,2.0
15,75470,0.0,2.0
15,69704,0.0,2.0
15,81423,0.0,3.0
15,85240,0.0,3.0
15,77527,0.0,2.0
15,82355,0.0,2.0
15,77233,0.0,2.0
15,69892,0.0,2.0
15,84512,0.0,2.0
15,76156,0.0,2.0
15,74231,0.0,2.0
15,71925,0.0,3.0
15,73225,0.0,4.0
15,81269,0.0,2.0
15,69605,0.0,2.0
15,75674,0.0,3.0
15,77293,0.0,4.0
15,69893,0.0,2.0
15,85751,0.0,2.0
15,76801,0.0,1.0
15,75085,0.0,3.0
15,83555,0.0,3.0
15,77571,0.0,3.0
15,71671,0.0,2.0
15,69751,0.0,2.0
15,76300,0.0,2.0
15,80386,0.0,2.0
15,75462,0.0,2.0
15,83183,0.0,3.0
15,82976,0.0,2.0
15,73020,0.0,2.0
15,85280,0.0,2.0
15,79225,0.0,3.0
15,76007,0.0,2.0
15,85184,0.0,3.0
15,78167,0.0,2.0
15,76263,0.0,3.0
15,70168,0.0,3.0
15,71234,0.0,2.0
15,74817,0.0,3.0
15,75803,0.0,2.0
15,70120,0.0,3.0
15,71959,0.0,2.0
15,71786,0.0,1.0
15,71944,0.0,3.0
15,85628,0.0,2.0
15,71004,0.0,2.0
15,83908,0.0,3.0
15,72181,0.0,2.0
15,75058,0.0,4.0
15,80363,0.0,3.0
15,83295,0.0,1.0
15,80397,0.0,2.0
15,81031,0.0,2.0
15,85294,0.0,2.0
15,69856,0.0,2.0
15,77117,0.0,2.0
15,80374,0.0,2.0
15,72390,0.0,4.0
15,84144,0.0,2.0
15,75464,0.0,2.0
15,80895,0.0,2.0
15,83921,0.0,2.0
15,82046,0.0,2.0
15,85468,0.0,2.0
15,81090,0.0,2.0
15,69725,0.0,2.0
15,74472,0.0,2.0
15,84595,0.0,2.0
15,83622,0.0,2.0
15,74668,0.0,1.0
15,73831,0.0,1.0
15,71322,0.0,2.0
15,77870,0.0,2.0
15,69906,0.0,2.0
15,79457,0.0,2.0
15,74725,0.0,3.0
15,79529,0.0,2.0
15,83936,0.0,2.0
15,71132,0.0,1.0
15,82164,0.0,3.0
15,69959,0.0,2.0
15,71688,0.0,1.0
15,76670,0.0,2.0
15,77894,0.0,2.0
15,84210,0.0,2.0
15,76352,0.0,3.0
15,84094,0.0,2.0
15,85253,0.0,2.0
15,79817,0.0,2.0
15,75428,0.0,2.0
15,76870,0.0,3.0
15,83040,0.0,2.0
15,71784,0.0,2.0
15,71950,0.0,3.0
15,75151,0.0,2.0
15,69690,0.0,2.0
15,74232,0.0,2.0
15,77433,0.0,2.0
15,81409,0.0,1.0
15,82097,0.0,2.0
15,73597,0.0,2.0
15,84913,0.0,3.0
15,74409,0.0,2.0
15,77186,0.0,3.0
15,71724,0.0,3.0
15,75647,0.0,3.0
15,70692,0.0,2.0
15,84658,0.0,2.0
15,76635,0.0,2.0
15,70658,0.0,2.0
15,84266,0.0,2.0
15,73260,0.0,2.0
15,81474,0.0,2.0
15,83110,0.0,3.0
15,70960,0.0,2.0
15,75953,0.0,2.0
15,81019,0.0,2.0
15,75698,0.0,2.0
15,84666,0.0,2.0
15,83087,0.0,2.0
15,74281,0.0,2.0
15,69886,0.0,2.0
15,75971,0.0,2.0
15,84882,0.0,3.0
15,75487,0.0,2.0
15,76343,0.0,4.0
15,78545,0.0,2.0
15,83156,0.0,2.0
15,81035,2.0,1.0
15,74567,0.0,2.0
15,73070,0.0,2.0
15,78214,0.0,3.0
15,78262,0.0,2.0
15,80820,0.0,3.0
15,85701,0.0,2.0
15,82563,0.0,3.0
15,78243,0.0,2.0
15,85285,0.0,4.0
15,73296,0.0,2.0
15,80677,0.0,4.0
15,75789,0.0,3.0
15,72812,0.0,2.0
15,78947,0.0,2.0
15,74274,0.0,2.0
15,69703,0.0,2.0
15,81336,0.0,3.0
15,71290,0.0,2.0
15,73586,0.0,1.0
15,75688,0.0,2.0
144,80225,0.0,3.0
144,78657,0.0,3.0
144,77673,0.0,3.0
144,74454,0.0,3.0
144,76677,0.0,3.0
144,71350,0.0,4.0
144,78979,0.0,5.0
144,81198,0.0,4.0
144,71537,0.0,2.0
144,83433,0.0,4.0
144,84451,0.0,5.0
144,75952,0.0,4.0
144,78511,0.0,3.0
144,75470,0.0,3.0
144,69704,0.0,3.0
144,81423,0.0,4.0
144,85240,0.0,5.0
144,77527,0.0,3.0
144,82355,0.0,3.0
144,77233,0.0,3.0
144,69892,0.0,3.0
144,84512,0.0,3.0
144,76156,0.0,4.0
144,74231,0.0,3.0
144,71925,0.0,4.0
144,73225,5.0,5.0
144,81269,0.0,4.0
144,69605,0.0,4.0
144,75674,0.0,4.0
144,77293,0.0,5.0
144,69893,0.0,4.0
144,85751,0.0,3.0
144,76801,0.0,3.0
144,75085,0.0,4.0
144,83555,0.0,4.0
144,77571,0.0,4.0
144,71671,0.0,3.0
144,69751,0.0,3.0
144,76300,0.0,3.0
144,80386,0.0,3.0
144,75462,0.0,4.0
144,83183,0.0,4.0
144,82976,0.0,4.0
144,73020,0.0,3.0
144,85280,0.0,3.0
144,79225,0.0,4.0
144,76007,0.0,4.0
144,85184,0.0,4.0
144,78167,0.0,3.0
144,76263,0.0,4.0
144,70168,0.0,4.0
144,71234,0.0,3.0
144,74817,0.0,4.0
144,75803,0.0,4.0
144,70120,0.0,4.0
144,71959,0.0,3.0
144,71786,0.0,3.0
144,71944,0.0,4.0
144,85628,0.0,4.0
144,71004,0.0,3.0
144,83908,0.0,5.0
144,72181,0.0,3.0
144,75058,0.0,5.0
144,80363,0.0,4.0
144,83295,0.0,3.0
144,80397,0.0,3.0
144,81031,0.0,4.0
144,85294,0.0,4.0
144,69856,0.0,3.0
144,77117,0.0,4.0
144,80374,0.0,3.0
144,72390,0.0,5.0
144,84144,0.0,3.0
144,75464,0.0,4.0
144,80895,0.0,4.0
144,83921,0.0,3.0
144,82046,0.0,4.0
144,85468,0.0,3.0
144,81090,0.0,3.0
144,69725,0.0,3.0
144,74472,0.0,3.0
144,84595,0.0,3.0
144,83622,0.0,3.0
144,74668,0.0,3.0
144,73831,0.0,3.0
144,71322,0.0,3.0
144,77870,0.0,3.0
144,69906,0.0,4.0
144,79457,0.0,3.0
144,74725,0.0,5.0
144,79529,0.0,4.0
144,83936,0.0,3.0
144,71132,0.0,3.0
144,82164,0.0,4.0
144,69959,0.0,3.0
144,71688,0.0,3.0
144,76670,0.0,3.0
144,77894,0.0,3.0
144,84210,0.0,4.0
144,76352,0.0,4.0
144,84094,0.0,3.0
144,85253,0.0,3.0
144,79817,0.0,3.0
144,75428,0.0,3.0
144,76870,0.0,4.0
144,83040,0.0,4.0
144,71784,0.0,3.0
144,71950,0.0,4.0
144,75151,0.0,4.0
144,69690,0.0,3.0
144,74232,0.0,3.0
144,77433,0.0,3.0
144,81409,0.0,2.0
144,82097,0.0,4.0
144,73597,0.0,3.0
144,84913,0.0,5.0
144,74409,0.0,3.0
144,77186,0.0,4.0
144,71724,0.0,4.0
144,75647,0.0,4.0
144,70692,0.0,3.0
144,84658,0.0,3.0
144,76635,0.0,3.0
144,70658,0.0,3.0
144,84266,0.0,3.0
144,73260,0.0,3.0
144,81474,0.0,3.0
144,83110,0.0,4.0
144,70960,0.0,3.0
144,75953,0.0,3.0
144,81019,0.0,3.0
144,75698,0.0,3.0
144,84666,0.0,3.0
144,83087,0.0,3.0
144,74281,0.0,3.0
144,69886,0.0,4.0
144,75971,0.0,3.0
144,84882,0.0,4.0
144,75487,0.0,3.0
144,76343,0.0,5.0
144,78545,0.0,3.0
144,83156,0.0,3.0
144,81035,0.0,3.0
144,74567,0.0,3.0
144,73070,0.0,3.0
144,78214,0.0,5.0
144,78262,0.0,4.0
144,80820,0.0,4.0
144,85701,0.0,3.0
144,82563,0.0,4.0
144,78243,0.0,4.0
144,85285,0.0,5.0
144,73296,0.0,3.0
144,80677,0.0,5.0
144,75789,0.0,4.0
144,72812,0.0,4.0
144,78947,0.0,3.0
144,74274,0.0,3.0
144,69703,0.0,3.0
144,81336,0.0,4.0
144,71290,0.0,3.0
144,73586,0.0,3.0
144,75688,0.0,4.0
177,80225,0.0,3.0
177,78657,0.0,3.0
177,77673,0.0,3.0
177,74454,0.0,3.0
177,76677,0.0,3.0
177,71350,0.0,4.0
177,78979,0.0,4.0
177,81198,0.0,3.0
177,71537,0.0,2.0
177,83433,0.0,3.0
177,84451,0.0,4.0
177,75952,0.0,4.0
177,78511,0.0,3.0
177,75470,0.0,3.0
177,69704,0.0,3.0
177,81423,0.0,4.0
177,85240,0.0,4.0
177,77527,0.0,2.0
177,82355,0.0,3.0
177,77233,0.0,3.0
177,69892,0.0,3.0
177,84512,0.0,3.0
177,76156,0.0,3.0
177,74231,0.0,2.0
177,71925,0.0,4.0
177,73225,0.0,5.0
177,81269,0.0,3.0
177,69605,0.0,3.0
177,75674,0.0,4.0
177,77293,0.0,5.0
177,69893,0.0,3.0
177,85751,0.0,3.0
177,76801,0.0,2.0
177,75085,0.0,4.0
177,83555,0.0,4.0
177,77571,0.0,4.0
177,71671,0.0,3.0
177,69751,0.0,2.0
177,76300,0.0,3.0
177,80386,0.0,2.0
177,75462,0.0,3.0
177,83183,0.0,4.0
177,82976,0.0,3.0
177,73020,0.0,3.0
177,85280,0.0,3.0
177,79225,0.0,4.0
177,76007,0.0,3.0
177,85184,0.0,4.0
177,78167,0.0,3.0
177,76263,0.0,4.0
177,70168,0.0,3.0
177,71234,0.0,3.0
177,74817,0.0,4.0
177,75803,0.0,3.0
177,70120,0.0,4.0
177,71959,0.0,3.0
177,71786,0.0,3.0
177,71944,0.0,4.0
177,85628,0.0,3.0
177,71004,0.0,3.0
177,83908,0.0,4.0
177,72181,0.0,3.0
177,75058,0.0,4.0
177,80363,0.0,3.0
177,83295,0.0,2.0
177,80397,0.0,3.0
177,81031,0.0,3.0
177,85294,0.0,3.0
177,69856,0.0,3.0
177,77117,0.0,3.0
177,80374,0.0,2.0
177,72390,0.0,5.0
177,84144,0.0,3.0
177,75464,0.0,3.0
177,80895,0.0,3.0
177,83921,0.0,3.0
177,82046,0.0,3.0
177,85468,0.0,3.0
177,81090,0.0,3.0
177,69725,0.0,3.0
177,74472,0.0,3.0
177,84595,0.0,3.0
177,83622,0.0,3.0
177,74668,0.0,2.0
177,73831,0.0,2.0
177,71322,0.0,2.0
177,77870,0.0,3.0
177,69906,0.0,3.0
177,79457,0.0,3.0
177,74725,0.0,4.0
177,79529,0.0,3.0
177,83936,0.0,3.0
177,71132,0.0,2.0
177,82164,4.0,4.0
177,69959,0.0,3.0
177,71688,0.0,2.0
177,76670,0.0,3.0
177,77894,0.0,3.0
177,84210,0.0,3.0
177,76352,0.0,4.0
177,84094,0.0,3.0
177,85253,0.0,3.0
177,79817,0.0,3.0
177,75428,0.0,3.0
177,76870,0.0,4.0
177,83040,0.0,3.0
177,71784,0.0,3.0
177,71950,0.0,4.0
177,75151,0.0,3.0
177,69690,0.0,3.0
177,74232,0.0,3.0
177,77433,0.0,3.0
177,81409,0.0,2.0
177,82097,0.0,3.0
177,73597,0.0,3.0
177,84913,0.0,4.0
177,74409,0.0,3.0
177,77186,0.0,3.0
177,71724,0.0,4.0
177,75647,0.0,4.0
177,70692,0.0,3.0
177,84658,0.0,3.0
177,76635,0.0,3.0
177,70658,0.0,3.0
177,84266,0.0,3.0
177,73260,0.0,3.0
177,81474,0.0,3.0
177,83110,0.0,4.0
177,70960,0.0,3.0
177,75953,0.0,3.0
177,81019,0.0,3.0
177,75698,0.0,3.0
177,84666,0.0,3.0
177,83087,0.0,3.0
177,74281,0.0,3.0
177,69886,0.0,3.0
177,75971,0.0,3.0
177,84882,0.0,4.0
177,75487,0.0,3.0
177,76343,0.0,5.0
177,78545,0.0,3.0
177,83156,0.0,3.0
177,81035,0.0,2.0
177,74567,0.0,3.0
177,73070,0.0,3.0
177,78214,0.0,4.0
177,78262,0.0,3.0
177,80820,0.0,4.0
177,85701,0.0,3.0
177,82563,0.0,3.0
177,78243,0.0,3.0
177,85285,0.0,5.0
177,73296,0.0,3.0
177,80677,0.0,5.0
177,75789,0.0,4.0
177,72812,0.0,3.0
177,78947,0.0,3.0
177,74274,0.0,3.0
177,69703,0.0,3.0
177,81336,0.0,4.0
177,71290,0.0,3.0
177,73586,0.0,2.0
177,75688,0.0,3.0
199,80225,0.0,2.0
199,78657,0.0,2.0
199,77673,0.0,2.0
199,74454,0.0,2.0
199,76677,0.0,2.0
199,71350,0.0,3.0
199,78979,0.0,4.0
199,81198,0.0,3.0
199,71537,0.0,1.0
199,83433,0.0,3.0
199,84451,0.0,4.0
199,75952,0.0,3.0
199,78511,0.0,2.0
199,75470,0.0,2.0
199,69704,0.0,2.0
199,81423,0.0,3.0
199,85240,0.0,4.0
199,77527,0.0,2.0
199,82355,0.0,2.0
199,77233,0.0,2.0
199,69892,0.0,2.0
199,84512,0.0,2.0
199,76156,0.0,2.0
199,74231,0.0,2.0
199,71925,0.0,3.0
199,73225,0.0,4.0
199,81269,0.0,3.0
199,69605,0.0,3.0
199,75674,0.0,3.0
199,77293,0.0,4.0
199,69893,0.0,3.0
199,85751,0.0,2.0
199,76801,0.0,2.0
199,75085,0.0,3.0
199,83555,0.0,3.0
199,77571,0.0,3.0
199,71671,0.0,2.0
199,69751,0.0,2.0
199,76300,0.0,2.0
199,80386,0.0,2.0
199,75462,0.0,2.0
199,83183,0.0,3.0
199,82976,0.0,3.0
199,73020,0.0,2.0
199,85280,0.0,2.0
199,79225,0.0,3.0
199,76007,0.0,3.0
199,85184,0.0,4.0
199,78167,0.0,2.0
199,76263,0.0,3.0
199,70168,0.0,3.0
199,71234,0.0,2.0
199,74817,0.0,3.0
199,75803,0.0,3.0
199,70120,0.0,3.0
199,71959,0.0,2.0
199,71786,0.0,2.0
199,71944,0.0,3.0
199,85628,0.0,2.0
199,71004,0.0,2.0
199,83908,0.0,4.0
199,72181,0.0,2.0
199,75058,0.0,4.0
199,80363,0.0,3.0
199,83295,0.0,1.0
199,80397,0.0,2.0
199,81031,0.0,3.0
199,85294,0.0,3.0
199,69856,0.0,2.0
199,77117,0.0,2.0
199,80374,0.0,2.0
199,72390,0.0,4.0
199,84144,0.0,2.0
199,75464,0.0,3.0
199,80895,0.0,3.0
199,83921,0.0,2.0
199,82046,0.0,3.0
199,85468,0.0,2.0
199,81090,0.0,2.0
199,69725,0.0,2.0
199,74472,0.0,2.0
199,84595,0.0,2.0
199,83622,0.0,2.0
199,74668,0.0,2.0
199,73831,0.0,2.0
199,71322,0.0,2.0
199,77870,0.0,2.0
199,69906,0.0,3.0
199,79457,0.0,2.0
199,74725,0.0,4.0
199,79529,0.0,3.0
199,83936,0.0,2.0
199,71132,0.0,2.0
199,82164,0.0,3.0
199,69959,0.0,2.0
199,71688,0.0,2.0
199,76670,0.0,2.0
199,77894,0.0,2.0
199,84210,0.0,2.0
199,76352,0.0,3.0
199,84094,0.0,2.0
199,85253,0.0,2.0
199,79817,0.0,2.0
199,75428,0.0,2.0
199,76870,0.0,3.0
199,83040,2.0,3.0
199,71784,0.0,2.0
199,71950,0.0,3.0
199,75151,0.0,2.0
199,69690,0.0,2.0
199,74232,0.0,2.0
199,77433,0.0,3.0
199,81409,0.0,1.0
199,82097,0.0,3.0
199,73597,0.0,2.0
199,84913,0.0,4.0
199,74409,0.0,2.0
199,77186,0.0,3.0
199,71724,0.0,3.0
199,75647,0.0,3.0
199,70692,0.0,2.0
199,84658,0.0,2.0
199,76635,0.0,2.0
199,70658,0.0,2.0
199,84266,0.0,2.0
199,73260,0.0,2.0
199,81474,0.0,2.0
199,83110,0.0,3.0
199,70960,0.0,2.0
199,75953,0.0,2.0
199,81019,0.0,2.0
199,75698,0.0,2.0
199,84666,0.0,2.0
199,83087,0.0,2.0
199,74281,0.0,2.0
199,69886,0.0,3.0
199,75971,0.0,2.0
199,84882,0.0,3.0
199,75487,0.0,2.0
199,76343,0.0,4.0
199,78545,0.0,2.0
199,83156,0.0,2.0
199,81035,0.0,2.0
199,74567,0.0,2.0
199,73070,0.0,2.0
199,78214,0.0,4.0
199,78262,0.0,3.0
199,80820,0.0,3.0
199,85701,0.0,2.0
199,82563,0.0,3.0
199,78243,0.0,3.0
199,85285,0.0,4.0
199,73296,0.0,2.0
199,80677,0.0,4.0
199,75789,0.0,3.0
199,72812,0.0,3.0
199,78947,0.0,2.0
199,74274,0.0,2.0
199,69703,0.0,2.0
199,81336,0.0,3.0
199,71290,0.0,2.0
199,73586,0.0,2.0
199,75688,0.0,3.0
299,80225,0.0,2.0
299,78657,0.0,2.0
299,77673,0.0,2.0
299,74454,0.0,2.0
299,76677,0.0,2.0
299,71350,0.0,3.0
299,78979,0.0,3.0
299,81198,0.0,3.0
299,71537,0.0,1.0
299,83433,0.0,3.0
299,84451,0.0,4.0
299,75952,0.0,3.0
299,78511,0.0,2.0
299,75470,0.0,2.0
299,69704,0.0,2.0
299,81423,0.0,3.0
299,85240,0.0,3.0
299,77527,0.0,2.0
299,82355,0.0,2.0
299,77233,0.0,2.0
299,69892,0.0,2.0
299,84512,0.0,2.0
299,76156,0.0,2.0
299,74231,0.0,2.0
299,71925,0.0,3.0
299,73225,0.0,4.0
299,81269,0.0,2.0
299,69605,0.0,3.0
299,75674,0.0,3.0
299,77293,0.0,4.0
299,69893,4.0,3.0
299,85751,0.0,2.0
299,76801,0.0,2.0
299,75085,0.0,3.0
299,83555,0.0,3.0
299,77571,0.0,3.0
299,71671,0.0,2.0
299,69751,0.0,2.0
299,76300,0.0,2.0
299,80386,0.0,2.0
299,75462,0.0,2.0
299,83183,0.0,3.0
299,82976,0.0,2.0
299,73020,0.0,2.0
299,85280,0.0,2.0
299,79225,0.0,3.0
299,76007,0.0,2.0
299,85184,0.0,3.0
299,78167,0.0,2.0
299,76263,0.0,3.0
299,70168,0.0,3.0
299,71234,0.0,2.0
299,74817,0.0,3.0
299,75803,0.0,3.0
299,70120,0.0,3.0
299,71959,0.0,2.0
299,71786,0.0,2.0
299,71944,0.0,3.0
299,85628,0.0,2.0
299,71004,0.0,2.0
299,83908,0.0,4.0
299,72181,0.0,2.0
299,75058,0.0,4.0
299,80363,0.0,3.0
299,83295,0.0,1.0
299,80397,0.0,2.0
299,81031,0.0,3.0
299,85294,0.0,2.0
299,69856,0.0,2.0
299,77117,0.0,2.0
299,80374,0.0,2.0
299,72390,0.0,4.0
299,84144,0.0,2.0
299,75464,0.0,3.0
299,80895,0.0,2.0
299,83921,0.0,2.0
299,82046,0.0,2.0
299,85468,0.0,2.0
299,81090,0.0,2.0
299,69725,0.0,2.0
299,74472,0.0,2.0
299,84595,0.0,2.0
299,83622,0.0,2.0
299,74668,0.0,1.0
299,73831,0.0,1.0
299,71322,0.0,2.0
299,77870,0.0,2.0
299,69906,0.0,2.0
299,79457,0.0,2.0
299,74725,0.0,3.0
299,79529,0.0,3.0
299,83936,0.0,2.0
299,71132,0.0,1.0
299,82164,0.0,3.0
299,69959,0.0,2.0
299,71688,0.0,2.0
299,76670,0.0,2.0
299,77894,0.0,2.0
299,84210,0.0,2.0
299,76352,0.0,3.0
299,84094,0.0,2.0
299,85253,0.0,2.0
299,79817,0.0,2.0
299,75428,0.0,2.0
299,76870,0.0,3.0
299,83040,0.0,2.0
299,71784,0.0,2.0
299,71950,0.0,3.0
299,75151,0.0,2.0
299,69690,0.0,2.0
299,74232,0.0,2.0
299,77433,0.0,2.0
299,81409,0.0,1.0
299,82097,0.0,3.0
299,73597,0.0,2.0
299,84913,0.0,3.0
299,74409,0.0,2.0
299,77186,0.0,3.0
299,71724,0.0,3.0
299,75647,0.0,3.0
299,70692,0.0,2.0
299,84658,0.0,2.0
299,76635,0.0,2.0
299,70658,0.0,2.0
299,84266,0.0,2.0
299,73260,0.0,2.0
299,81474,0.0,2.0
299,83110,0.0,3.0
299,70960,0.0,2.0
299,75953,0.0,2.0
299,81019,0.0,2.0
299,75698,0.0,2.0
299,84666,0.0,2.0
299,83087,0.0,2.0
299,74281,0.0,2.0
299,69886,0.0,2.0
299,75971,0.0,2.0
299,84882,0.0,3.0
299,75487,0.0,2.0
299,76343,0.0,4.0
299,78545,0.0,2.0
299,83156,0.0,2.0
299,81035,0.0,2.0
299,74567,0.0,2.0
299,73070,0.0,2.0
299,78214,0.0,3.0
299,78262,0.0,2.0
299,80820,0.0,3.0
299,85701,0.0,2.0
299,82563,0.0,3.0
299,78243,0.0,2.0
299,85285,0.0,4.0
299,73296,0.0,2.0
299,80677,0.0,4.0
299,75789,0.0,3.0
299,72812,0.0,3.0
299,78947,0.0,2.0
299,74274,0.0,2.0
299,69703,0.0,2.0
299,81336,0.0,3.0
299,71290,0.0,2.0
299,73586,0.0,2.0
299,75688,0.0,3.0
432,80225,0.0,2.0
432,78657,0.0,2.0
432,77673,0.0,2.0
432,74454,0.0,2.0
432,76677,0.0,2.0
432,71350,0.0,3.0
432,78979,0.0,3.0
432,81198,0.0,2.0
432,71537,0.0,1.0
432,83433,0.0,2.0
432,84451,0.0,3.0
432,75952,0.0,3.0
432,78511,0.0,2.0
432,75470,0.0,2.0
432,69704,0.0,1.0
432,81423,0.0,2.0
432,85240,0.0,3.0
432,77527,0.0,1.0
432,82355,0.0,2.0
432,77233,0.0,2.0
432,69892,0.0,2.0
432,84512,0.0,2.0
432,76156,0.0,2.0
432,74231,0.0,1.0
432,71925,0.0,2.0
432,73225,0.0,3.0
432,81269,0.0,2.0
432,69605,0.0,2.0
432,75674,0.0,3.0
432,77293,0.0,3.0
432,69893,0.0,2.0
432,85751,0.0,2.0
432,76801,0.0,1.0
432,75085,0.0,3.0
432,83555,0.0,2.0
432,77571,0.0,3.0
432,71671,0.0,2.0
432,69751,0.0,1.0
432,76300,0.0,2.0
432,80386,0.0,1.0
432,75462,0.0,2.0
432,83183,0.0,3.0
432,82976,0.0,2.0
432,73020,0.0,2.0
432,85280,0.0,2.0
432,79225,0.0,3.0
432,76007,0.0,2.0
432,85184,0.0,3.0
432,78167,0.0,2.0
432,76263,0.0,2.0
432,70168,0.0,2.0
432,71234,0.0,1.0
432,74817,0.0,3.0
432,75803,0.0,2.0
432,70120,0.0,3.0
432,71959,0.0,2.0
432,71786,0.0,1.0
432,71944,0.0,3.0
432,85628,0.0,2.0
432,71004,0.0,2.0
432,83908,0.0,3.0
432,72181,0.0,2.0
432,75058,0.0,3.0
432,80363,0.0,2.0
432,83295,0.0,1.0
432,80397,0.0,2.0
432,81031,0.0,2.0
432,85294,0.0,2.0
432,69856,2.0,2.0
432,77117,0.0,2.0
432,80374,0.0,1.0
432,72390,0.0,4.0
432,84144,0.0,2.0
432,75464,0.0,2.0
432,80895,0.0,2.0
432,83921,0.0,2.0
432,82046,0.0,2.0
432,85468,0.0,1.0
432,81090,0.0,2.0
432,69725,0.0,2.0
432,74472,0.0,2.0
432,84595,0.0,2.0
432,83622,0.0,2.0
432,74668,0.0,1.0
432,73831,0.0,1.0
432,71322,0.0,1.0
432,77870,0.0,2.0
432,69906,0.0,2.0
432,79457,0.0,2.0
432,74725,0.0,3.0
432,79529,0.0,2.0
432,83936,0.0,2.0
432,71132,0.0,1.0
432,82164,0.0,3.0
432,69959,0.0,2.0
