id,name,features
78153,O** 4** B*** H*******,2|Yogyakarta|Hotel|Yogyakarta
78154,O** 2*** G**** B***** S******,2|Yogyakarta|Hotel|Yogyakarta
78155,M*********** L*** K********,3|Boyolali|Hotel|Boyolali
78156,R******* S****** n*** A*** A*** W*******,1|Yogyakarta|Hotel|Wonosari
78157,S*** ON 2*** G**** W**** S******,2|Klaten|Hotel|Klaten
78158,P*** S****** B******* R*********,2|Solo City|Hotel|Boyolali
78159,H**** M**** I**** By Z***,3|Klaten|Hotel|Klaten
78160,J*** S***** H******* By Z***,2|Yogyakarta|Bed & breakfast|Yogyakarta
78161,J*** S***** H******* R********* n*** P***** S***** G**********,1|Yogyakarta|Hotel|Yogyakarta
78162,O*** S***** H*******,2|Yogyakarta|Guest House|Yogyakarta
78163,P***** A*** B******* H****,3|Central Java|Hotel|Central Java
78164,H**** B*** By Z***,2|Klaten|Hotel|Klaten
78165,G**** L****** H****,2|Yogyakarta|Hotel|Yogyakarta
78166,R*** G***** H******* & R**** By Z***,2|Yogyakarta|Bed & breakfast|Yogyakarta
78167,F**** O** B***** H**** B*******,2|Boyolali|Hotel|Boyolali
78168,L****** M*** D**** By Z***,3|Yogyakarta|Guest House|Yogyakarta
78169,R******* @ K***** C***,1|Klaten|Hotel|Klaten
78170,P********* P**** D**** By Z***,2|Yogyakarta|Bed & breakfast|Yogyakarta
78171,M*** G**** H**** S******,2|Klaten|Hotel|Klaten
78172,O** 2*** P***** V******,2|Klaten|Hotel|Klaten
78173,D****** G********* K*****,1|Klaten|Hotel|Klaten
78174,A****** H**** D****,2|Demak|Hotel|Demak
78175,R******* @ U**** P****** W******** K*****,2|Klaten|Hotel|Klaten
78176,R******* S****** @ G**** M******* D****,2|Kudus|Hotel|jati
78177,T**** B**** H**** a** R*****,0|Jepara|Hotel|Jepara
78178,S********,3|Jepara|Hotel|Jepara
78179,D S***** P******* J*****,3|Jepara|Hotel|Jepara
78180,L*** In H**** & R*****,2|Jepara|Hotel|Pantai Bandengan
78181,B******** B**** H****,3|Jepara|Hotel|Jepara
78182,O**** V*** R******** J*****,3|Jepara|Hotel|Jepara
78183,B******* V**** J*****,3|Jepara|Hotel|Jepara
78184,T** P*** B**** R***** J*****,0|Jepara|Hotel|Jepara
78185,O** J**** R***** a** C********* J*****,0|Jepara|Hotel|Jepara
78186,T** G**** I** T***,2|Jepara|Inn|Tahunan
78187,S********* H**** J*****,2|Jepara|Hotel|Jepara
78188,S****** V**** & M*** B**** R****,1|Jepara|Hotel|Jepara
78189,T******* R**** & R*****,3|Jepara|Hotel|Jepara
78190,O** 9**** H**** N******** S******,2|Jepara|Bed & breakfast|Jepara
78191,K******* S***,2|Jepara|Hotel|Jepara
78192,J***** I****,0|Jepara|Hotel|Jepara
78193,R**** K****** H****,3|Jepara|Hotel|Jepara
78194,H**** K****** J***,3|Jepara|Hotel|Jepara
78195,W**** A********,3|Jepara|Hotel|Jepara
78196,C****** L****,3|Jepara|Hotel|Mlongo
78197,S***** V****** B**** R*****,0|Jepara|Hotel|Jepara
78198,S*** ON 2*** H******* P********* S******,1|Jepara|Hostel/Backpacker accommodation|Jepara
78199,P***** K****** J***** (******** S*** ON 2*** P***** K*******,1|Jepara|Hotel|Jepara
78200,N***** H******* T****,2|Jepara|Hotel|Jepara
78201,J***** G***** R*****,1|Jepara|Hotel|Jepara
78202,T** G**** I** C******,3|Jepara|Hotel|Tahunan
78203,P***** I**** T**********,0|Solo City|Hotel|Solo City
78204,O** 2*** W**** J*****,2|Jepara|Hotel|Jepara
78205,R******* S****** n*** S***** B**** J*****,2|Jepara|Hotel|Jepara
78206,O** 2*** S****** S****** G**** H****,2|Solo City|Hotel|Sukoharjo
78207,R******* S****** n*** P********* K********,1|Solo City|Hotel|Sukoharjo
78208,A**** H**** (******** D G**** K**** A****** H**** S****,2|Solo City|Hotel|Boyolali
78209,O** 1*** H**** A***** S********,3|Solo City|Hotel|Tegal Rejo
78210,R******* n*** B****** A** S******* S***,"2|Solo City|Hotel|Colomadu,"
78211,F**** O** A****** S***,2|Solo City|Hotel|Boyolali
78212,O** 5** P**** M******* F***** G*********,"2|Solo City|Hotel|Colomadu,"
78213,R******* n*** T*** K********,1|Solo City|Hotel|Solo City
78214,R******* A******** n*** E*** T*** C*******,2|Solo City|Hotel|Sukoharjo
78215,H**** Al A**** A***** S*** P****** by A**********,3|Solo City|Hotel|Boyolali
78216,R******* S****** n*** T******** P****** S***,1|Sukoharjo|Hotel|Sukoharjo
78217,H****** G***** A***,3|Solo City|Hotel|Solo City
78218,V**** A**** S***,3|Solo City|Guest House|Solo City
78219,R***** S***** by W****** S***,4|Solo City|Hotel|Karanganyar
78220,A*** J*** V******,4|Solo City|Hotel|Karanganyar
78221,R******* S****** n*** U********** M*********** S********,2|Solo City|Hotel|Sukoharjo
78222,W**** F**** S****** K********,2|Sukoharjo|Hotel|Sukoharjo
78223,L**** S****** S*** H**** (******** S****** H**** S****,"3|Solo City|Hotel|Colomadu,"
78224,D****** H**** S***,"3|Solo City|Hotel|Colomadu,"
78225,G**** L***** S***,"4|Solo City|Hotel|Colomadu,"
78226,L**** S*** H****,4|Solo City|Hotel|Karanganyar
78227,S*** ON 2*** G**** K***** S******,2|Solo City|Hostel/Backpacker accommodation|Solo
78228,A******* S****** H****,2|Solo City|Hotel|Sukoharjo
78229,M******* H**** S***,2|Solo City|Hotel|Solo City
78230,G**** S***** S****** By Z***,2|Solo City|Hotel|Karanganyar
78231,M******* S****** H****,2|Sukoharjo|Hotel|Sukoharjo
78232,S*** ON 2*** G**** S***** S******,2|Solo City|Hotel|Solo
78233,R******* P*** n*** U** S***,3|Solo City|Hotel|Solo City
78234,R******* S****** n*** E*** T*** N******* S***,"2|Solo City|Hotel|Colomadu,"
78235,L**** D****** S*** H****,"3|Solo City|Hotel|Colomadu,"
78236,T** A**** H**** a** C********* C***** S***,4|Solo City|Hotel|Karanganyar
78237,R******* S****** n*** P**** G***** G*******,2|Purwodadi Grobogan|Hotel|Kuripan
78238,C****** O 1*** G**** RW F***** G**** H****,2|Solo City|Hotel|Balapan
78239,W**** F****** S****** R*********,2|Solo City|Hostel/Backpacker accommodation|Sukoharjo
78240,R******* P*** n*** U** S*** 2,3|Solo City|Hotel|Sukoharjo
78241,O** 1*** G**** W***** H****,2|Solo City|Hotel|Sukoharjo
78242,R******* @ C******* 2,"2|Solo City|Hotel|Colomadu,"
78243,R******* S****** @ C******* 2,2|Solo City|Hotel|Karanganyar
78244,R******* P*** S****** n*** L****** S***,3|Solo City|Hotel|Sukoharjo
78245,O** 9**** H**** P***** I****,2|Solo City|Bed & breakfast|Laweyan
78246,W**** S****** N****,2|Sukoharjo|Hotel|Sukoharjo
78247,R******* P*** n*** RS J** S***,2|Solo City|Hotel|Laweyan
78248,W****** H******* B******* H****,4|Solo City|Hotel|Sukoharjo
78249,S**** O** 2*** S*** P**** G**** H**** S******,2|Solo City|Hostel/Backpacker accommodation|Laweyan
78250,O** 9**** G**** A***** J**** S******,2|Solo City|Bed & breakfast|Laweyan
78251,R******* P*** S****** n*** M****** S***,3|Solo City|Hotel|Laweyan
78252,A**** S***,5|Solo City|Hotel|Laweyan
78253,R**** B*** V**** A** S**,4|Solo City|Resort|Solo Baru
78254,C**** T**** H****,4|Solo City|Guest House|Laweyan
78255,O** 1*** F*** D*****,2|Solo City|Hotel|Solo
78256,O** 2*** O***** H****,2|Solo City|Hotel|Solo
78257,O** 2*** R******** O*****,2|Solo City|Hotel|Laweyan
78258,T** A*********,4|Solo City|Hotel|Laweyan
78259,R******* S****** n*** S*** S***** M***,2|Solo City|Hotel|Solo
78260,R******* n*** J**** A** S****** S***,2|Solo City|Hotel|Surakarta
78261,De K*** S*** R*********,1|Solo City|Hotel|Laweyan
78262,O** 2*** D*****,2|Solo City|Hotel|Solo
78263,H**** M******,2|Kudus|Hotel|Kudus
78264,D M****** R******** at S***,3|Solo City|Hotel|Solo City
78265,A*** A** S****** G*** N**** L*** 6 S***,3|Solo City|Hotel|Laweyan
78266,P******** M****** S***,2|Solo City|Hotel|Solo
78267,G**** R***** P***********,2|Wonogiri|Hotel|Wonogiri
78268,P********* H**** S***,3|Solo City|Hotel|Surakarta
78269,T** A***** S****** H****,3|Solo City|Hotel|Surakarta
78270,O** 9**** D***** H******* S******,2|Solo City|Bed & breakfast|Laweyan
78271,R******* n*** S****** M****** S***,2|Solo City|Hotel|Laweyan
78272,R******* n*** S*** S*****,2|Solo City|Hotel|Laweyan
78273,R******* n*** S****** P********,2|Solo City|Hotel|Solo
78274,S*** ON 2*** H**** M**** S***,2|Solo City|Hostel/Backpacker accommodation|Laweyan
78275,T** L***** P***** A*******,4|Sukoharjo|Hotel|Cilandak - South Jakarta
78276,D******** K***** S***,1|Solo City|Hotel|Laweyan
78277,T** N***** S***,2|Solo City|Hotel|Laweyan
78278,H**** L****** S*** By Z***,1|Solo City|Hotel|Laweyan
78279,Q****** S***,3|Solo City|Hotel|Solo City
78280,O** I** S***,2|Solo City|Hotel|Karanganyar
78281,T** S**** H**** S***,4|Solo City|Hotel|Laweyan
78282,S*********** S*********,3|Solo City|Hotel|Laweyan
78283,G**** S** H****,3|Solo City|Hotel|Solo
78284,F******** M****** S***,2|Solo City|Hotel|Manahan
78285,S**** Z**** K****** B**** L******,4|Solo City|Hotel|Solo City
78286,C***** H****,3|Kudus|Guest House|Kaliwungu
78287,M******** I** S***,4|Solo City|Hotel|Laweyan
78288,R******* n*** S*** S***** 3,2|Solo City|Hotel|Laweyan
78289,O** 2*** G**** R**,2|Solo City|Hostel/Backpacker accommodation|Karanganyar
78290,R******* S****** @ G**** T****** M****** S***,1|Solo City|Hotel|Laweyan
78291,R******** H*******,2|Solo City|Hotel|Solo City
78292,R******* n*** G**** S*** B**** S***,2|Solo City|Hotel|Banjarsari
78293,O** 3** G**** H**** O*** M****** S******,2|Solo City|Hostel/Backpacker accommodation|Solo
78294,B******* I** S*** B***,2|Solo City|Hotel|Sukoharjo
78295,(*** u*** R******* P*** @ P********,3|Solo City|Hotel|Laweyan
78296,A**** S***,4|Solo City|Hotel|Laweyan
78297,M****** W***** H****,2|Solo City|Hotel|Laweyan
78298,H***** H**** a** C********* S***,4|Solo City|Hotel|Laweyan
78299,P** H**** S***,2|Solo City|Hotel|Laweyan
78300,S*** V*** H****,4|Solo City|Hotel|Laweyan
78301,G**** S***** S****** S*** R*********,2|Solo City|Hotel|Solo
78302,O** 1*** H**** G**** K******,2|Solo City|Hotel|Banjarsari
78303,R******* S****** n*** P******** T**** S******,2|Solo City|Hotel|Solo City
78304,K******* S****** n*** S*** P****** M***,3|Solo City|Guest House|Laweyan
78305,I** G**** G**** H**** S******,2|Solo City|Hotel|Solo
78306,M******* H**** S***,4|Solo City|Hotel|Laweyan
78307,G**** S***,2|Solo City|Hotel|Solo City
78308,H**** M**** M****,4|Solo City|Hotel|Surakarta
78309,R******* S****** n*** S****** M****** S*** 2,2|Solo City|Guest House|Banjarsari
78310,R***** P***** H**** S********,2|Solo City|Hotel|Laweyan
78311,D****** H**** S********,3|Solo City|Hotel|Surakarta
78312,R***** P***** H****,3|Solo City|Hotel|Surakarta
78313,G**** H** S*** (******** D W***** H**** S****,4|Solo City|Hotel|Laweyan
78314,Z*** H**** P***** R*** S***,2|Solo City|Hotel|Surakarta
78315,Z*** H**** S******,1|Solo City|Hotel|Solo City
78316,U******** S****** K******* H*** L****** by R*******,2|Solo City|Hotel|Laweyan
78317,O** 9**** G**** N*** 3 S****** P****,2|Solo City|Bed & breakfast|Solo
78318,A****,2|Solo City|Hotel|Solo City
78319,G**** M******,1|Solo City|Hotel|Banjarsari
78320,H**** S******* B******* K****,3|Kudus|Resort|Kudus
78321,B**** I**** S***,2|Solo City|Hotel|Laweyan
78322,U******** B***** R******** S****** M******,3|Solo City|Hotel|Laweyan
78323,H**** S******** by S**,2|Solo City|Guest House|Laweyan
78324,R******* P*** @ L******,3|Solo City|Hotel|Laweyan
78325,I**** P***** S***,3|Solo City|Hotel|Solo
78326,S*** P****** a** R*********,4|Solo City|Hotel|Mangkubumen
78327,G**** I** H**** S***,3|Solo City|Hotel|Solo Baru
78328,R******* P****** n*** S*** G**** M***,3|Solo City|Hotel|Solo
78329,H**** B******* S*** B***,3|Solo City|Hotel|Sukoharjo
78330,R**** T*** S***,2|Solo City|Hotel|Solo City
78331,H**** T**** S*** B***,3|Solo City|Hotel|Solo Baru
78332,R******* P*** n*** S*** B***,3|Solo City|Bed & breakfast|Solo
78333,R******* @ S*** B***,2|Solo City|Hotel|Solo City
78334,O** 9**** My K***,2|Solo City|Bed & breakfast|Laweyan
78335,R******* S****** n*** S*** P****** M*** 2,2|Solo City|Hotel|Solo
78336,F**** O** B******* B**** S***,2|Solo City|Hotel|Laweyan
78337,R******* n*** P***** K*** S*** B***,1|Solo City|Hotel|Solo Baru
78338,H**** L****** S*** M****** by D**** (******** L****** S*** a** D****,3|Solo City|Hotel|Mangkubumen
78339,D****** S**** H****,2|Solo City|Hotel|Solo City
78340,D****** S**** H****,2|Solo City|Hotel|Solo City
78341,F******** S*** B***,3|Solo City|Hotel|Solo Baru
78342,A*** T******* T******** Mt H****** 80 S***,0|Solo City|Hotel|Solo City
78343,L****** H**** S***,2|Solo City|Hotel|Laweyan
78344,D******** G**** H**** S******,1|Solo City|Hotel|Banjarsari
78345,M******* H**** S*** (******** R** P***** S****,2|Solo City|Hotel|Mangkubumen
78346,G**** S***** H****,3|Solo City|Bed & breakfast|Mangkubumen
78347,O** 2*** M****** H****,2|Solo City|Hotel|Balapan
78348,R******* P*** n*** S*** P****** M***,3|Solo City|Hotel|Mangkubumen
78349,R******* n*** T******* T********,2|Solo City|Hotel|Banjarsari
78350,A***** S******** S***,2|Solo City|Hotel|Laweyan
78351,R******* n*** T******** P*** S***,1|Solo City|Hotel|Banjarsari
78352,G**** S*********,3|Solo City|Hotel|Solo City
78353,D*** H**** S***,3|Solo City|Hotel|Solo City
78354,S***** H**** S***,2|Solo City|Hotel|Solo City
78355,L** L***** S*** B***,3|Solo City|Hotel|Sukoharjo
78356,R******* n*** M******* S********* S***,2|Solo City|Hotel|Laweyan
78357,O** 1*** N***** P********,2|Solo City|Hostel/Backpacker accommodation|Laweyan
78358,U******** H**** S*** T****,2|Solo City|Hotel|Laweyan
78359,G**** M****** S*** B*** (******** B*** W****** P****** S*** B****,4|Solo City|Hotel|Solo Baru
78360,O** 3*** W**** A*******,2|Solo City|Hotel|Solo
78361,R** C****** H****,3|Solo City|Hotel|Manahan
78362,S***** I** S***,4|Solo City|Hotel|Surakarta
78363,O** 3*** P****** R******** S******,2|Solo City|Hotel|Solo
78364,G**** S**** H****,4|Solo City|Hostel/Backpacker accommodation|Sukoharjo
78365,T** M******** H****,2|Solo City|Hotel|Solo City
78366,A*** S*** B*** T****** P****** AF 1,0|Solo City|Hotel|Solo City
78367,N****** S***,4|Solo City|Hotel|Timuran
78368,De S*** B******* H****,3|Solo City|Hotel|Solo City
78369,R******* n*** S*** B****** S****** 2,2|Solo City|Hotel|Banjarsari
78370,I*** S***** S***,3|Solo City|Hotel|Timuran
78371,G**** O*****,2|Solo City|Hotel|Timuran
78372,R******* P*** n*** K****** S***,3|Solo City|Hotel|Serengan
78373,O** 1*** S******* 2 S******,2|Solo City|Hotel|Solo
78374,N****** c******** S***,0|Solo City|Hotel|Solo City
78375,R******* @ K******* S***,2|Semarang|Hotel|Ungaran
78376,H**** M*******,2|Solo City|Hotel|Serengan
78377,A*** I************,3|Solo City|Hotel|Solo City
78378,O** 1*** A*** G**** H****,2|Solo City|Hotel|Solo
78379,O** 1*** M**** I**** H****,2|Solo City|Hotel|Banjarsari
78380,M**** I**** H**** n*** S****** B****** S*** R*********,1|Solo City|Hotel|Banjarsari
78381,H**** N***** A***,2|Kudus|Guest House|jati
78382,S****** H**** K****,2|Kudus|Hotel|Kudus
78383,G**** I**** S***,2|Solo City|Hotel|Banjarsari
78384,S**** J*** S***,5|Solo City|Hotel|Timuran
78385,S**** Y********* H****,3|Solo City|Hotel|Balapan
78386,G**** C******* R********* n*** T******* T******** S***,1|Solo City|Hotel|Banjarsari
78387,L*** H**** S***,3|Solo City|Hotel|Solo
78388,F**** O** C**** S******** S***,2|Solo City|Hotel|Banjarsari
78389,S**** 8 by W****** S***,2|Solo City|Hotel|Serengan
78390,A*** T******* T******** A**** Y*** 2** S***,0|Solo City|Hotel|Solo City
78391,R******* @ H**** S**** S***,3|Solo City|Hotel|Solo
78392,O** 1*** H**** S**** S***,2|Solo City|Hotel|Banjarsari
78393,S**** O** 1*** P******* P******,4|Solo City|Hostel/Backpacker accommodation|Serengan
78394,N*** A**** H**** S***,3|Solo City|Hotel|Serengan
78395,P*** In S***,3|Solo City|Hotel|Balapan
78396,R******* n*** B********** C*** P***,2|Solo City|Hotel|Banjarsari
78397,A****** S***,3|Solo City|Hotel|Singosaren
78398,R******* n*** T******* T******** 2,2|Solo City|Hotel|Banjarsari
78399,A*** N********* G**** S****** 89 S***,0|Solo City|Hotel|Solo City
78400,D***** H**** K****,2|Kudus|Hotel|Kudus
78401,G****** K****,4|Kudus|Hotel|jati
78402,R******* n*** P*** M************,2|Solo City|Hotel|Banjarsari
78403,O*** S*****,4|Solo City|Hotel|Solo City
78404,R******* n*** M************ S***,2|Solo City|Hotel|Banjarsari
78405,R******* n*** T*** T***** M************,2|Solo City|Hotel|Solo
78406,R******* n*** S*** B****** S******,2|Solo City|Hotel|Banjarsari
78407,F**** O** C**** S***** R***** S***,2|Solo City|Hotel|Surakarta
78408,T** E******** H******* S***,3|Solo City|Resort|Karanganyar
78409,A*** S****** B****** N***** 4 S***,0|Solo City|Hotel|Solo City
78410,R******* P*** @ S***** R*****,3|Solo City|Guest House|Serengan
78411,T*** S***,4|Solo City|Hotel|Solo
78412,B****** S***** R*****,3|Solo City|Hotel|Banjarsari
78413,C**** H******* S***,2|Solo City|Hotel|Solo City
78414,O** 4** H**** N****,2|Solo City|Hostel/Backpacker accommodation|Karanganyar
78415,M******* T** L***** S***,4|Solo City|Hotel|Surakarta
78416,S**** B******* S***,4|Solo City|Hotel|Solo
78417,R******* n*** H****** M*** S***,2|Solo City|Hotel|Serengan
78418,S*** ON 9**** I***** G**** 1 H****,2|Solo City|Bed & breakfast|Balapan
78419,R******* n*** M***** K****** S********,2|Solo City|Hotel|Pasar Kliwon
78420,S*** H**** C*** I** S***,3|Solo City|Hotel|Pasar Kliwon
78421,R***** d*******,4|Solo City|Guest House|Banjarsari
78422,O** 9**** I***** G**** 2 H****,2|Solo City|Bed & breakfast|Pasar Kliwon
78423,K***** S**** P***** H****,3|Solo City|Hotel|Mangkunegaran
78424,R******* n*** P**** G*** S***,3|Solo City|Hotel|Solo
78425,G****** K***** S***,2|Solo City|Hotel|Mangkunegaran
78426,A*** K****** S*** V******,0|Solo City|Hotel|Solo City
78427,G**** A**** H**** by A****,3|Solo City|Hotel|Depok
78428,T** R**** S******** H*******,5|Solo City|Hotel|Solo
78429,C****** O 9**** D**** G**** H****,2|Kudus|Bed & breakfast|Kudus
78430,D**** H******* S******,2|Kudus|Hotel|Kudus
78431,P**** B******* H**** S***,3|Solo City|Hotel|Surakarta
78432,H****** A**** S*** (******** A**** S****** H**** S*** by H*******,3|Solo City|Hotel|Pasar Kliwon
78433,R******* S****** n*** R*** B*** K**** S********,1|Solo City|Hotel|Solo
78434,H**** A**** S******,2|Kudus|Hotel|Kudus
78435,R******* P*** Jl J****** S******* S********,3|Solo City|Hotel|Sukoharjo
78436,K*** s H**** K****,1|Kudus|Hotel|Kudus
78437,R******* @ U*** S******** S***,2|Solo City|Hotel|jebres
78438,S***** H**** S********,3|Central Java|Hotel|Central Java
78439,H**** N** G***** S***,3|Solo City|Hotel|Surakarta
78440,A*** H**** S***,3|Solo City|Hotel|jebres
78441,R******* n*** A**** Y*** M******* P*** K****,2|Kudus|Hotel|Kudus
78442,R******* n*** S****** T**** K****,2|Kudus|Hotel|Kudus
78443,S*** ON 2*** S****** T**** R********,2|Kudus|Hostel/Backpacker accommodation|Kudus
78444,O** 2*** S****** T**** R********,2|Kudus|Hotel|Demak
78445,K***** A***,0|Kudus|Hotel|Kudus
78446,R**** E**** T***** S******,2|Solo City|Hotel|Sukoharjo
78447,C****** H**** K****,0|Kudus|Hotel|Kudus
78448,O** 8** C****** H****,2|Kudus|Hotel|Wergu Wetan
78449,F******* S****** H****,2|Solo City|Hotel|jebres
78450,S*** ON 3*** G***** H**** 2** S******,2|Solo City|Hotel|Solo
78451,O** 3*** T******** G**** H****,2|Solo City|Hotel|Solo
78452,R******* n*** RS M*******,2|Solo City|Hotel|jebres
78453,V******* H**** S******,2|Kudus|Hotel|Kudus
78454,R******* n*** U********** S****** M****,2|Solo City|Guest House|jebres
78455,T** S*** H****,0|Kudus|Hotel|Kudus
78456,at H** H**** K**** by H****** G****,2|Kudus|Hotel|Kudus
78457,R******* n*** A*** A*** K**** 2,2|Kudus|Guest House|Kudus
78458,H**** B****** S***,2|Solo City|Hotel|jebres
78459,U** T**** H****,4|Solo City|Hotel|jebres
78460,R******* S****** n*** M***** K****,2|Kudus|Guest House|Kudus
78461,R******* @ H** H**** S***,1|Solo City|Hotel|Surakarta
78462,O** 3*** P****** G***** S******,2|Solo City|Hotel|Solo
78463,O** 1*** H**** H** S***,2|Solo City|Hotel|Solo
78464,H**** S**** A***,0|Kudus|Hotel|Kudus
78465,O** 8** S**** A*** H****,0|Kudus|Hotel|Pati
78466,R******* S****** n*** F****** P****,1|Karanganyar|Hotel|Karanganyar
78467,R******* n*** U** S***,2|Solo City|Hotel|Karanganyar
78468,P**** R*****,3|Kudus|Hotel|Kudus
78469,G**** M***** H**** P******** (******** K***** G**** M***** P*********,3|Purwodadi Grobogan|Hotel|Kuripan
78470,F**** O** P********,3|Purwodadi Grobogan|Hotel|Kuripan
78471,O** 1*** S*** F***** R********,2|Purwodadi Grobogan|Hotel|Purwodadi
78472,H**** L**** by S**** G****,2|Purwodadi Grobogan|Hotel|Kuripan
78473,R******* P*** n*** A*** A*** K**********,3|Karanganyar|Hotel|Karanganyar
78474,G**** L******,1|Purwodadi Grobogan|Hotel|Purwodadi Grobogan
78475,H**** 21 P********,3|Purwodadi Grobogan|Hotel|Purwodadi Grobogan
78476,H**** G***** P******** by S**** G****,1|Purwodadi Grobogan|Residence|Grobogan
78477,H**** K****** P****,2|Serang|Hotel|anyer
78478,J*** D**** H******* R***** a** C*********,4|Solo City|Hotel|Karanganyar
78479,R******* n*** S****** 45 K**********,2|Karanganyar|Hotel|Karanganyar
78480,F**** O** H**** S*****,3|Sragen|Hotel|Sragen
78481,R******* S****** @ S****** G*********,2|Sragen|Hotel|Sragen
78482,S**** O** 2*** S****** H**** P***,2|pati|Hotel|pati
78483,S****** H**** P***,2|pati|Hotel|pati
78484,S*** ON 2*** S****** I** P***,2|pati|Hostel/Backpacker accommodation|pati
78485,G**** S*****,2|Sragen|Hotel|Sragen
78486,H**** N** M****** P***,3|pati|Hotel|pati
78487,H****** H**** S****** n*** A*** A*** P***,2|pati|Hotel|pati
78488,R******* S****** n*** K****** S****** L*** P***,2|pati|Hotel|pati
78489,R******* n*** A*** A*** P***,2|pati|Guest House|pati
78490,K****** H****,0|pati|Hotel|pati
78491,T******* H****,1|pati|Hotel|pati
78492,T** S**** H**** P***,3|pati|Hotel|Kaborongan
78493,G**** K****** S****** n*** A*** A*** P***,1|pati|Hotel|pati
78494,R******* P*** @ Jl P***** P***,3|pati|Hotel|pati
78495,S**** O** 2*** H**** G**** P****,2|Pacitan|Hotel|Pacitan
78496,R******* n*** T***** R** B****,2|Pacitan|Hotel|Pacitan
78497,O** 1*** H**** N** R*******,2|Pacitan|Hotel|Pacitan
78498,O** 8** H**** G**** B****,2|Pacitan|Hotel|Pacitan
78499,P**** B**** R***** T********,4|Pacitan|Hotel|Pacitan
78500,S*** ON 1*** H***** B**** I**,2|Pacitan|Hostel/Backpacker accommodation|Pacitan
78501,O** 8** H**** H*******,2|Pacitan|Hotel|Pacitan
78502,R******* @ J**** R*** S*** T**********,2|Solo City|Hotel|Karanganyar
78503,O** 3*** S** G***** R*****,2|Solo City|Hotel|Karanganyar
78504,S**** O** 9** S******* H****,2|Pacitan|Hotel|Pacitan
78505,O** 3*** H**** R***** P******,2|Pacitan|Hotel|Pacitan
78506,R******* @ L****** S. P***** P******,2|Pacitan|Guest House|Pacitan
78507,R******* S****** n*** A*** A*** P****** 2,2|Pacitan|Hotel|Pacitan
78508,P******* H**** P******,0|Pacitan|Hotel|Pacitan
78509,O** 1*** H**** H*****,2|Pacitan|Hotel|Pacitan
78510,O** 9** H**** M******* S******,2|Pacitan|Hotel|Pacitan
78511,O** 1*** G**** S******* R******** S******,2|Pacitan|Hotel|Pacitan
78512,R******* S****** @ G**** S******* P******,2|Pacitan|Hotel|Pacitan
78513,N*** H**** T**********,4|Solo City|Hotel|Karanganyar
78514,G**** B****** H**** T**********,2|Tawangmangu|Hotel|Tawangmangu
78515,R******* n*** C**** S**** K**********,2|Solo City|Hotel|Karanganyar
78516,O** 2*** P***** W***** S** W*****,2|Solo City|Hotel|Karanganyar
78517,R******* n*** G******* S*** T**********,2|Karanganyar|Hotel|Karanganyar
78518,I**** P***** T**********,2|Solo City|Hotel|Karanganyar
78519,J****** H**** T********** R*********,1|Karanganyar|Hotel|Karanganyar
78520,F***** H**** T**********,4|Tawangmangu|Hotel|Tawangmangu
78521,O** 3*** H**** S*** L*******,2|Solo City|Hotel|Karanganyar
78522,B****** H**** T**********,2|Tawangmangu|Hotel|Tawangmangu
78523,V**** M******* T**********,3|Tawangmangu|Hotel|Tawangmangu
78524,A***** A**** R***** T**********,4|Solo City|Hotel|Karanganyar
78525,R** C****** H*** H****,2|Tawangmangu|Hotel|Tawangmangu
78526,R******* P*** @ B**** S****** T**********,3|Solo City|Hotel|Karanganyar
78527,R******* n*** C**** C**** K**********,2|Karanganyar|Hotel|Karanganyar
78528,O** 1*** O**** D**** R*****,2|Magetan|Hotel|Magetan
78529,H**** P***** By Z***,2|Solo City|Hotel|Solo City
78530,G**** H** K******** S*******,3|Magetan|Hotel|Magetan
78531,A*** J*** by L***** H****,0|Sarangan|Hotel|Sarangan
78532,T***** M** S*******,2|Sarangan|Hotel|Sarangan
78533,T***** M** I************ H****,2|Magetan|Hotel|Magetan
78534,V**** Al B****** S****** F*****,2|Magetan|Bed & breakfast|Magetan
78535,O** 3*** Al B****** S****** F*****,2|Magetan|Hotel|Magetan
78536,R******* n*** S******* L***,2|Magetan|Bed & breakfast|Magetan
78537,O** 1*** V**** T****,2|Sarangan|Hostel/Backpacker accommodation|Plaosan
78538,O** 1*** T********* R**** & R******** S******,2|Magetan|Hotel|Magetan
78539,O** 3*** P********* C**** R***,2|Magetan|Hotel|Magetan
78540,S*** ON 2*** H**** R***,2|Magetan|Hotel|Magetan
78541,R******* n*** A*** - A*** M******,2|Magetan|Bed & breakfast|Magetan
78542,O** 9**** G**** J***** 2,2|Magetan|Hotel|Magetan
78543,G**** J***** 2,2|Magetan|Bed & breakfast|Magetan
78544,R******* S****** n*** A*** A*** K*** R******,2|Rembang|Hotel|Rembang
78545,F******** R******,3|Rembang|Hotel|Rembang
78546,R******* S****** n*** R**** S**** B**** B***** H*****,1|Rembang|Hotel|Rembang
78547,P***** H**** & G****** R******,3|Rembang|Hotel|Rembang
78548,R******* n*** A*** A*** K*** B****,3|Cepu|Hotel|Cepu
78549,K****** B****,0|Blora|Hotel|Blora
78550,R******* n*** S****** K******** B****,2|Cepu|Hotel|Cepu
78551,T******* K**** H******* L****,2|Rembang|Guest House|Lasem
78552,R******* @ H**** N***** N****,1|Ngawi|Hotel|Ngawi
