id,name,features
71461,P**** P**** H****,3|Pekanbaru|Hotel|Pekanbaru
71462,P**** C*** H****,3|Pekanbaru|Hotel|Pekanbaru
71463,S******** C*** H**** B*** B***,3|Tanjung Balai|Hotel|Tanjung Balai
71464,H**** D******* S***** P****,2|Jambi|Hotel|Jambi
71465,A*** E** R*** U**** P********,3|Pekanbaru|Hotel|Payung Sekaki
71466,W**** 63,3|Pekanbaru|Hotel|Payung Sekaki
71467,O** 1*** W**** S***,2|Dumai|Hotel|Dumai Barat
71468,R******* @ J**** S******* P********,2|Pekanbaru|Hotel|Tampan
71469,D** F** Z*** M** H**** P********,2|Pekanbaru|Hotel|Payung Sekaki
71470,O** 7** D** F** Z*** M** H****,2|Pekanbaru|Hotel|Payung Sekaki
71471,A**** F**** P**** P********,3|Pekanbaru|Hotel|Tampan
71472,O** 1*** F******** H*******,2|Pekanbaru|Hostel/Backpacker accommodation|Tampan
71473,O** 1*** F**** R********,2|Pekanbaru|Hostel/Backpacker accommodation|Payung Sekaki
71474,T**** H****,2|Pekanbaru|Hotel|Tanjung Pinang
71475,O** 1*** L**** I**,3|Pekanbaru|Hotel|Payung Sekaki
71476,O** 1*** T*** D*** H**** & R*****,3|Pekanbaru|Hotel|Kubang Jaya
71477,K****** N****** H******** H******* S****** R*********,2|Jambi|Hotel|Jambi
71478,S**** B***** S** P********,3|Pekanbaru|Hotel|Tampan
71479,O** 9**** T** S**** R********,2|Pekanbaru|Bed & breakfast|Pekanbaru
71480,B****** H**** P********,3|Pekanbaru|Hotel|Payung Sekaki
71481,H**** P****,2|Pekanbaru|Hotel|Pekanbaru
71482,G**** S*** H**** P********,3|Pekanbaru|Hotel|Tampan
71483,D E W***** H****,0|Pekanbaru|Hotel|Pekanbaru
71484,H******* C****** K*** T***** R*********,2|Jambi|Hotel|Jambi
71485,T***** H****,3|Pekanbaru|Hotel|Pekanbaru
71486,S****** P********,1|Pekanbaru|Hotel|Pekanbaru
71487,T** Z*** P********,4|Pekanbaru|Hotel|Payung Sekaki
71488,A*** W******* T***** T******* K****** P******** C3 P********,0|Pekanbaru|Hotel|Pekanbaru
71489,A****** H**** A M*** A********,2|Pekanbaru|Hotel|Pekanbaru
71490,S****** H**** R**** H***,3|Pekanbaru|Hotel|Pekanbaru
71491,O** 7** G****** H*******,2|Pekanbaru|Hotel|Marpoyan Damai
71492,W***** P**** By Z***,3|Pekanbaru|Hotel|Pekanbaru
71493,R******* n*** M*** S** P********,2|Pekanbaru|Guest House|Marpoyan Damai
71494,G**** E**** H**** P********,4|Pekanbaru|Hotel|Payung Sekaki
71495,R**** A**** H****,3|Pekanbaru|Hotel|Marpoyan Damai
71496,O** 1*** D** H*******,2|Pekanbaru|Hostel/Backpacker accommodation|Marpoyan Damai
71497,F** H**** P********,4|Pekanbaru|Hotel|Senapelan
71498,N****** P********,4|Pekanbaru|Hotel|Pekanbaru
71499,R******* n*** R*** A***** P********,2|Pekanbaru|Hotel|Pekanbaru
71500,P**** I**** H****,3|Pekanbaru|Hotel|Pekanbaru
71501,S**** S*** D****,2|Dumai|Hotel|Dumai Barat
71502,B*** H**** P********,3|Pekanbaru|Hotel|Senapelan
71503,S*** ON 2*** H**** T*****,2|Pekanbaru|Hotel|Pekanbaru
71504,O** 3*** H******* 22,2|Dumai|Hotel|Dumai Barat
71505,O** 6** K******* R********,2|Pekanbaru|Hotel|Senapelan
71506,G**** B***** H**** S*******,2|Pekanbaru|Hotel|Marpoyan Damai
71507,O** 1*** H**** K**,2|Dumai|Hotel|Dumai Kota
71508,M****** M****** P********,4|Pekanbaru|Hotel|Senapelan
71509,H**** S****** C***,2|Pekanbaru|Hotel|Marpoyan Damai
71510,W**** C****** 2 S******,3|Pekanbaru|Guest House|Marpoyan Damai
71511,S*** ON 2*** W**** D*****,2|Pekanbaru|Hotel|Sukajadi
71512,H****** G**** H**** By Z***,4|Pekanbaru|Guest House|Marpoyan Damai
71513,P**** P*** H****,3|Pekanbaru|Hotel|Pekanbaru
71514,O** 1*** T**** H******* S******,2|Dumai|Bed & breakfast|Dumai Barat
71515,T**** H******* S******,2|Dumai|Guest House|Dumai Timur
71516,K***** R******** S****** By Z***,2|Pekanbaru|Bed & breakfast|Pekanbaru
71517,M******** H******* P********,4|Pekanbaru|Hotel|Senapelan
71518,S******* H****,3|Dumai|Hotel|Dumai Selatan
71519,W****** H**** P********,3|Pekanbaru|Hotel|Senapelan
71520,O** 8** E***** A***** H**** S****** By S** M*********** 1,2|Pekanbaru|Hotel|Senapelan
71521,A*** T** C****** A**** Y*** 43 P********,0|Pekanbaru|Hotel|Pekanbaru
71522,M***** H**** P********,3|Pekanbaru|Hotel|Pekanbaru
71523,C****** O 8** M***** H****,2|Pekanbaru|Hotel|Pekanbaru
71524,M***** H**** by A****,3|Pekanbaru|Hotel|Pekanbaru
71525,R******* @ J**** A***** A**** P********,1|Pekanbaru|Hotel|Marpoyan Damai
71526,A***** H**** P********,3|Pekanbaru|Hotel|Senapelan
71527,U**** S****** By Z***,2|Pekanbaru|Hotel|Sukajadi
71528,(*** u*** U**** K*** S****** P********,2|Padang|Hotel|Padang Barat
71529,C****** H**** D****,3|Dumai|Hotel|Dumai Timur
71530,H****** H**** P********,1|Pekanbaru|Hotel|Marpoyan Damai
71531,A*** W******* T******* 1** P********,0|Pekanbaru|Hotel|Pekanbaru
71532,S****** C*** H****,3|Pekanbaru|Hotel|Marpoyan Damai
71533,O** 1*** S****** C*** H****,2|Pekanbaru|Hotel|Marpoyan Damai
71534,C*** H**** D****,0|Dumai|Hotel|Dumai
71535,M******* H**** P********,1|Pekanbaru|Hotel|Pekanbaru
71536,O** 5** M******* H****,2|Pekanbaru|Bed & breakfast|Pekanbaru
71537,O** 1*** S******* A*** H****,2|Dumai|Hostel/Backpacker accommodation|Dumai Kota
71538,F***** H**** P********,3|Pekanbaru|Hotel|Senapelan
71539,O** 1*** i***** H****,3|Pekanbaru|Hotel|Pekanbaru
71540,W*** P**** H**** S******* P********,3|Pekanbaru|Hotel|Pekanbaru
71541,C******* H**** D****,3|Dumai|Hotel|Dumai Timur
71542,C***** O*** P********,1|Pekanbaru|Hotel|Pekanbaru
71543,C******** H**** B*******,1|Pekanbaru|Hotel|Pekanbaru
71544,A*** K*** T***** G**** S****** 5 P********,0|Pekanbaru|Hotel|Pekanbaru
71545,G**** H***** H****,3|Pekanbaru|Hotel|Pekanbaru
71546,G**** J**** H**** P********,5|Pekanbaru|Hotel|Pekanbaru
71547,T** Z*** H**** D****,4|Dumai|Hotel|Dumai Timur
71548,H**** C********,1|Pekanbaru|Hotel|Pekanbaru
71549,P******* by G**** Z*** (*** P******* P*********,4|Pekanbaru|Hotel|Pekanbaru
71550,G**** Z*** D****,3|Dumai|Hotel|Dumai Selatan
71551,S*** ON 2*** A**** N** P*********,1|Dumai|Hostel/Backpacker accommodation|Dumai Timur
71552,G**** Z*** P********,4|Pekanbaru|Hotel|Lima Puluh
71553,D*** G****,3|Pekanbaru|Hotel|Pekanbaru
71554,O** 8** H**** D*** G****,2|Pekanbaru|Hotel|Pekanbaru
71555,A*** S********* S*************** 32 P********,0|Pekanbaru|Hotel|Pekanbaru
71556,C****** H**** P********,3|Pekanbaru|Hotel|Bukit Raya
71557,E** H**** P********,3|Pekanbaru|Hotel|Marpoyan Damai
71558,A***** H**** P********,2|Pekanbaru|Hotel|Pekanbaru
71559,P********* S****** By Z***,1|Pekanbaru|Bed & breakfast|Pekanbaru
71560,M******* H**** P******** (******** R** P***** P*********,1|Pekanbaru|Hotel|Pekanbaru
71561,O** 9** B****** G**** H****,2|Pekanbaru|Hostel/Backpacker accommodation|Pekanbaru
71562,H**** S****** 81,2|Pekanbaru|Hotel|Marpoyan Damai
71563,U******** H**** P******* P******** by R*******,2|Pekanbaru|Hotel|Pekanbaru
71564,K*** P******** H****,3|Pekanbaru|Hotel|Pekanbaru
71565,Z*** E****** H**** P******** by Z**,2|Pekanbaru|Hotel|Lima Puluh
71566,K***** H****,2|Dumai|Hotel|Dumai Kota
71567,A*** P****** S******** 1** P********,0|Pekanbaru|Hotel|Pekanbaru
71568,A******* P********,4|Pekanbaru|Hotel|Pekanbaru
71569,F******** P********,3|Pekanbaru|Hotel|Marpoyan Damai
71570,O** 6** T**** K****** S******,2|Pekanbaru|Hotel|Bukit Raya
71571,H**** P******* P********,4|Pekanbaru|Hotel|Sail
71572,A****** G***** H**** P********,3|Pekanbaru|Hotel|Lima Puluh
71573,D**** P******** R***,3|Pekanbaru|Hotel|Pekanbaru
71574,G**** C****** H**** P********,4|Pekanbaru|Hotel|Bukit Raya
71575,D**** B**** H**** P********,3|Pekanbaru|Hotel|Sail
71576,O** 1*** D**** B**** H****,2|Pekanbaru|Hotel|Sail
71577,T***** H**** P********,3|Pekanbaru|Hotel|Bukit Raya
71578,O** 9** F***** H*******,3|Pekanbaru|Hostel/Backpacker accommodation|Sail
71579,S*** ON 9**** A***** H**** S******,2|Pekanbaru|Bed & breakfast|Pekanbaru
71580,A**** H**** P********,3|Pekanbaru|Hotel|Pekanbaru
71581,B***** H**** P********,3|Pekanbaru|Hotel|Bukit Raya
71582,E***** S****** N**** S***,1|Pekanbaru|Hotel|Sail
71583,D**** P********,3|Pekanbaru|Hotel|Marpoyan Damai
71584,P**** S*** H****,3|Pekanbaru|Hotel|Pekanbaru
71585,P**** P*** H**** P********,4|Pekanbaru|Hotel|Simpang Tiga
71586,G*** H**** P********,2|Pekanbaru|Hotel|Pekanbaru
71587,R********* G*****,3|Pekanbaru|Hotel|Pekanbaru
71588,R******* n*** RS A*** B*** S******* P********,2|Pekanbaru|Hotel|Bukit Raya
71589,T** B******* L***** V***** a** R****,3|Pekanbaru|Hotel|Pekanbaru
71590,O** 3*** U**** S*** H*******,2|Pekanbaru|Hotel|Pekanbaru
71591,R******* S****** n*** U********** I**** R***,2|Pekanbaru|Hotel|Bukit Raya
71592,G**** H**** T**** S*** S****** By Z***,3|Pekanbaru|Guest House|Bukit Raya
71593,A*** B****** S***** S***** K**** II P**** I**** P********,4|Pekanbaru|Hotel|Bukit Raya
71594,N** H******** H**** P********,3|Pekanbaru|Hotel|Lima Puluh
71595,L****** H******* By Z***,2|Pekanbaru|Hotel|Bukit Raya
71596,O** 1*** D****** H*******,2|Pekanbaru|Bed & breakfast|Lima Puluh
71597,P**** D**** H****,3|Dumai|Hotel|Dumai Kota
71598,A*** K****** R*** 1** P********,0|Pekanbaru|Hotel|Pekanbaru
71599,O** 1*** R****** H******* S******,2|Pekanbaru|Hotel|Pekanbaru
71600,O** 1*** R****** H*******,2|Pekanbaru|Hotel|Ujung
71601,R******* S****** n*** S***** S***** K**** II A******,1|Pekanbaru|Hotel|Bukit Raya
71602,O** 1*** A********,2|Pekanbaru|Hostel/Backpacker accommodation|Bukit Raya
71603,O** 1*** V**** H*******,2|Pekanbaru|Hostel/Backpacker accommodation|Bukit Raya
71604,L****** G***** I** H**** & R*****,3|Pekanbaru|Hotel|Pekanbaru
71605,L****** G**** H**** a** C********* P********,5|Pekanbaru|Hotel|Bukit Raya
71606,R******* S****** @ W**** S********,2|Bengkulu|Hotel|Teluk Segara
71607,S*** ON 2*** H**** Y*****,2|Siak|Bed & breakfast|Siak
71608,O** 3*** H**** M******,2|Jambi|Hotel|muara bungo
71609,T*** H**** B********,0|Riau|Hotel|Riau
71610,S***** H**** M**** B****,3|Jambi|Hotel|muara bungo
71611,I*********** H****,1|Jambi|Hotel|muara bungo
71612,M****** G***** I** (******,0|Jambi|Hotel|Jambi
71613,M****** G***** I** H****,0|Jambi|Hotel|Jambi
71614,A***** H**** M**** B****,2|Jambi|Hotel|muara bungo
71615,S**** O** 1*** B**** G**** H****,2|Jambi|Hotel|muara bungo
71616,A***** G**** H**** B**** S****** R*********,1|Jambi|Hotel|Jambi
71617,R******* @ H**** B********* B****,1|Jambi|Hotel|Jambi
71618,R******* S****** @ M*** G***** B****,2|Jambi|Hotel|Jambi
71619,R******* @ L*****,2|Bengkulu|Hotel|Curup
71620,O** 2*** H**** R**,2|Bengkulu|Hotel|Teluk Segara
71621,U******** H**** R** B*******,2|Bengkulu|Hotel|Teluk Segara
71622,O** 9**** H**** D*****,2|Bengkulu|Bed & breakfast|Gading Cempaka
71623,R******* S****** n*** F*** M**********,2|Bengkulu|Hotel|Teluk Segara
71624,C****** G**** H**** S****** By Z***,1|Bengkulu|Hostel/Backpacker accommodation|Teluk Segara
71625,C****** I** B*******,2|Bengkulu|Hotel|Teluk Segara
71626,G**** H**** B*******,3|Bengkulu|Hotel|Ratu Samban
71627,O** 6** H**** N****,2|Bengkulu|Hotel|Ratu Samban
71628,S***** H****,3|Bengkulu|Hotel|Bengkulu
71629,R******* @ H**** P**** G***** B*******,2|Bengkulu|Guest House|Ratu Samban
71630,O** 1*** H**** V**** S******,2|Bengkulu|Hotel|Teluk Segara
71631,O** 1*** H**** Ss,2|Bengkulu|Hotel|Teluk Segara
71632,H**** W***,0|Bengkulu|Hotel|Bengkulu
71633,D*** B*******,1|Bengkulu|Hotel|Bengkulu
71634,S**** S****,3|Bengkulu|Hotel|Ratu Samban
71635,S*** ON 2*** H**** R****,1|Bengkulu|Hostel/Backpacker accommodation|Sungai Serut
71636,O** 7** G**** M****** G**** H****,2|Bengkulu|Guest House|Sungai Serut
71637,A***** H**** B*******,2|Bengkulu|Hotel|Ratu Samban
71638,S*** ON 2*** A***** G**** H****,1|Bengkulu|Hostel/Backpacker accommodation|Muara Bangka Hulu
71639,R******* @ K***** G*********,1|Bengkulu|Hotel|Muara Bangka Hulu
71640,O** 8** R****** C*** H****,2|Bengkulu|Hotel|Ratu Agung
71641,R******* S****** n*** U********** B*******,2|Bengkulu|Hotel|Ratu Agung
71642,S**** O** 1*** J*** E******** H*******,2|Bengkulu|Hotel|Ratu Samban
71643,S****** B*******,3|Bengkulu|Hotel|Sawah Lebar
71644,O** 9**** H******* P******,2|Jambi|Bed & breakfast|muara bungo
71645,O** 9**** V*** P*******,2|Bengkulu|Bed & breakfast|Selebar
71646,M****** B*******,4|Bengkulu|Hotel|Ratu Samban
71647,R******* n*** R*** K****** A******** B*****,2|Jambi|Hotel|Jambi
71648,O** 6** G******* J*******,2|Bengkulu|Hotel|Ratu Samban
71649,N*** S** S*** C******,0|Bengkulu|Hotel|Bengkulu
71650,O** 1*** A*** 71 R********,2|Bengkulu|Hotel|Ratu Agung
71651,D** F**** O** I** B*******,3|Bengkulu|Bed & breakfast|Selebar
71652,R******* @ H**** C********* B*******,2|Bengkulu|Hotel|Bengkulu
71653,G** P******** B*******,3|Bengkulu|Hotel|Ratu Agung
71654,X*** B******* H****,3|Bengkulu|Hotel|Tanah Patah
71655,T****** K*****,0|Bengkulu|Hotel|Bengkulu
71656,O** 9**** K***** S****** H****,2|Bengkulu|Bed & breakfast|Curup
71657,P********** S*** C*** R*********,2|Bengkulu|Hotel|Sawah Lebar
71658,J******* H****,2|Bengkulu|Hotel|Ratu Agung
71659,O** 2*** H**** W*****,2|Bengkulu|Bed & breakfast|Gading Cempaka
71660,R******* n*** J**** M***** S***** B*******,2|Bengkulu|Hotel|Curup
71661,O** 9**** C****** P*******,2|Bengkulu|Bed & breakfast|Curup
71662,T** K A**** S**** H**** B*******,3|Bengkulu|Hotel|Gading Cempaka
71663,U******** H**** S****** G**** M******,2|Bengkulu|Hotel|Ratu Samban
71664,R******* n*** P***** P****** B*******,2|Bengkulu|Guest House|Gading Cempaka
71665,M******* B*******,2|Bengkulu|Hotel|Bengkulu
71666,O** 9**** H**** D*** G***,2|Bengkulu|Bed & breakfast|Gading Cempaka
71667,S*** ON 2*** Z*** H******* S******,1|Bengkulu|Hotel|Gading Cempaka
71668,R******* N*** R*** M Y**** B*******,2|Bengkulu|Hotel|Ratu Agung
71669,O** 44 H****,2|Bengkulu|Hotel|Selebar
71670,R******* S****** @ J**** H****** B*******,2|Bengkulu|Hotel|Gading Cempaka
71671,R******* @ P***** T***** H**** B******* T*****,2|Bengkulu|Hotel|Tanah Patah
71672,O** 7** G**** H**** Si K*****,2|Bengkulu|Hostel/Backpacker accommodation|Selebar
71673,G***** R*** 88 H**** B*******,3|Bengkulu|Hotel|Curup
71674,G**** H**** S*******,1|Bengkulu|Hotel|Gading Cempaka
71675,A**** S*********,3|Jambi|Hotel|Jambi
71676,G**** M****** H****,3|Pekanbaru|Hotel|Pekanbaru
71677,R******* S****** @ N**** H*******,1|Jambi|Hotel|Jambi
71678,O** 1*** H**** 9**,2|Lubuk Linggau|Hostel/Backpacker accommodation|Lubuk Linggau Utara II
71679,O** 1*** H**** D**** P*****,2|Lubuk Linggau|Hotel|Lubuk Linggau Barat II
71680,I*** H****,2|Lubuk Linggau|Hotel|Lubuk Linggau Utara II
71681,C*** S**** H****,3|Lubuk Linggau|Hotel|Lubuklinggau Timur
71682,L***** S******* L**** L******,2|Lubuk Linggau|Hotel|Lubuk Linggau
71683,We H**** L******,3|Lubuk Linggau|Hotel|Lubuklinggau Timur
71684,A****** R******** H**** L***********,2|Lubuk Linggau|Hotel|Lubuklinggau Timur
71685,C*** L**** L******,2|Lubuk Linggau|Hotel|Lubuklinggau Timur
71686,G**** Z*** L***********,4|Lubuk Linggau|Hotel|Lubuklinggau Timur
71687,H**** A***,0|Lubuk Linggau|Hotel|Lubuk Linggau
71688,R******* n*** J**** S******** L**** L******,1|Lubuk Linggau|Hotel|Lubuklinggau Timur
71689,O** 2*** S****** G**** H****,2|Lubuk Linggau|Hotel|Lubuklinggau Timur
71690,O** S****** G**** H****,2|Lubuk Linggau|Hotel|Lubuklinggau Timur
71691,B**** H**** L***********,3|Lubuk Linggau|Hotel|Lubuklinggau Timur
71692,R******* n*** W******** L**** L****** 2,2|Lubuk Linggau|Guest House|Lubuklinggau Timur
71693,R******* P*** @ H**** S******* W******** L**** L******,3|Lubuk Linggau|Hotel|Lubuklinggau Timur
71694,A**** L**** L******,3|Lubuk Linggau|Hotel|Lubuklinggau Timur
71695,H**** D******,3|Lubuk Linggau|Hotel|Lubuklinggau Timur
71696,R******* n*** J**** M******** L**** L******,1|Lubuk Linggau|Hotel|Lubuklinggau Timur
71697,R******* n*** S******** A****** L**** L******,2|Lubuk Linggau|Hotel|Lubuk Linggau Selatan II
71698,O** 1*** H**** S********,2|Lubuk Linggau|Hostel/Backpacker accommodation|Lubuk Linggau Selatan II
71699,O** 1*** G**** P*** K***** S******,2|Lubuk Linggau|Hostel/Backpacker accommodation|Lubuklinggau Timur
71700,H***** T***,3|Lubuk Linggau|Hotel|Lubuk Linggau
71701,H**** L**** 21 S****** R*********,1|Palembang|Hotel|Palembang
71702,S*** ON 2*** K*** F***,2|Lubuk Linggau|Hotel|Lubuklinggau Timur
71703,S*** ON 2*** W**** R**,1|Lubuk Linggau|Hostel/Backpacker accommodation|Lubuk Linggau Selatan II
71704,R******* n*** J**** A****** L**** L******,1|Lubuk Linggau|Hotel|Lubuklinggau Selatan
71705,F****** H**** L***********,4|Lubuk Linggau|Hotel|Lubuklinggau Selatan
71706,S*** ON 9**** W**** R**,2|Lubuk Linggau|Bed & breakfast|Lubuk Linggau Barat II
71707,E**** H**** T*********,0|Riau|Hotel|Riau
71708,O** 3*** P**** S******** H**** & R***** S******,2|Palembang|Hotel|Palembang
71709,W**** L*** S****** P**** A*** R*********,1|Bengkulu|Hotel|Curup
71710,O** 2*** W**** B*** P**** A***,2|Palembang|Hotel|Palembang
71711,H******* R*** S****** R*********,1|Bandar Lampung|Hotel|City Center
71712,O** H******* P**** A*** S****** R*********,2|Bandar Lampung|Hotel|City Center
71713,O** 3*** P********* S****** S******,2|Palembang|Hotel|Palembang
71714,F***** H**** P**** A***,1|Bengkulu|Hotel|Curup
71715,A**** K****** C***,4|Tanjung Balai Karimun|Hotel|Tanjung Balai Karimun City Center
71716,P******* H****,2|Tanjung Balai Karimun|Hotel|Tanjung Balai Karimun City Center
71717,H**** S**** 8**,3|Tanjung Balai Karimun|Hotel|Tanjung Balai Karimun City Center
71718,M********** H****,3|Tanjung Balai Karimun|Hotel|Tanjung Balai Karimun City Center
71719,H****** K******,2|Tanjung Balai Karimun|Hotel|Tanjung Balai Karimun City Center
71720,T****** H****,1|Jambi|Hotel|Jambi
71721,H**** S**** 1 L****,1|Lahat|Hotel|Lahat City Center
71722,H**** B**** S*****,2|Lahat|Hotel|Lahat City Center
71723,R******* S****** n*** L**** S******,2|Lahat|Hotel|Lahat City Center
71724,H**** G**** S****,1|Lahat|Hotel|Lahat City Center
71725,R******* @ J**** L***** S******* L****,2|Lahat|Hotel|Lahat City Center
71726,J** F**** O** H**** L****,1|Lahat|Hotel|Lahat City Center
71727,R******* S****** n*** T******* A*** B***** J****,1|Jambi|Hotel|Jambi
71728,H**** C*******,2|Lahat|Hotel|Lahat City Center
71729,R******* P*** n*** S****** R**** J****,3|Jambi|Hotel|Kota Baru
71730,O** 1*** J****** K*** S******,2|Jambi|Hotel|Jambi
71731,H**** S****** L****,3|Lahat|Hotel|Lahat City Center
71732,R******* S****** N*** K***** P**** T********** J****,1|Jambi|Hotel|Jambi
71733,O** 2*** W**** R****,2|Lahat|Hotel|Lahat City Center
71734,H**** S**** I** By Z***,3|Jambi|Hotel|Telanaipura
71735,D********* G**** H**** R*********,2|Jambi|Hotel|Jambi
71736,R**** K*** J****,4|Jambi|Hotel|Kota Baru
71737,A**** H******* S****** N*** U********** M*********** J****,1|Jambi|Hotel|Jambi
71738,F***** I** S****** J**** R********* (** F***** I** S****** J*****,1|Jambi|Hotel|Kota Baru
71739,G**** J****,3|Jambi|Hotel|Jambi
71740,G**** H**** J****,0|Jambi|Hotel|Jambi
71741,O** 1*** T*** R K*** S******,2|Jambi|Hostel/Backpacker accommodation|Kota Baru
71742,O** 2*** D*** R****** S******,2|Jambi|Hotel|Jambi
71743,M******* R******** S****** R*********,2|Jambi|Hotel|Telanaipura
71744,D*** R******,2|Jambi|Hostel/Backpacker accommodation|Kota Baru
71745,R******* S****** n*** J***** J****,2|Jambi|Hotel|Jambi
71746,R******* n*** J***** J****,2|Jambi|Hotel|Alam Barajo
71747,R******* @ J**** S********* 2 J****,2|Jambi|Hotel|Jambi
71748,R******* S****** @ J**** Ir H*** J***** J****,2|Jambi|Hotel|Jambi Selatan
71749,R******* S****** n*** J***** J**** 2,2|Jambi|Hotel|Kota Baru
71750,R******* S****** n*** T*** J**** J****,2|Jambi|Hotel|Telanaipura
71751,R******* S****** N*** K***** G******* J****,1|Jambi|Hotel|Telanaipura
71752,O** 8** M*** K***,2|Jambi|Hotel|Kota Baru
71753,O** 8** M*** K*** S******,2|Jambi|Bed & breakfast|Jambi
71754,O** 2*** T**** K*** S******,2|Jambi|Hostel/Backpacker accommodation|Telanaipura
71755,R*** R*****,3|Jambi|Hotel|Telanaipura
71756,S**** R***,3|Jambi|Hotel|Telanaipura
71757,R******* S****** @ J**** H** C*********** J****,2|Jambi|Hotel|Kota Baru
71758,R******* P****** @ J**** P** 10 J****,3|Jambi|Guest House|Jambi
71759,O** 9** S**** K***,2|Jambi|Hotel|Telanaipura
71760,R******* S****** n*** T*** J**** J**** 3,2|Jambi|Hotel|Jambi
71761,R******* S****** N*** K***** W******* J**** (******* R******* S****** n*** T*** J**** J**** 2),2|Jambi|Hotel|Kota Baru
71762,R******* S****** n*** A***** H******* J****,2|Jambi|Hotel|Jambi
71763,O** 7** A** G**** H**** S******,2|Jambi|Hotel|Jambi
71764,O** 7** A** G**** H****,2|Jambi|Hotel|Telanaipura
71765,S**** B******* J****,4|Jambi|Hotel|Telanaipura
71766,O** 1*** B** & B******** I**,2|Jambi|Hotel|Kota Baru
71767,L****** H**** J****,3|Jambi|Hotel|Telanaipura
71768,O** 7** H**** M******* 1,2|Jambi|Hotel|Jambi
71769,A**** J**** H**** a** C********* C*****,4|Jambi|Hotel|Telanaipura
71770,O******* W******* H**** & S**,3|Jambi|Hotel|Jambi
71771,R******* n*** T*** P*** J****,2|Jambi|Hotel|Jelutung
71772,S******* H**** (******** C**** H*****,3|Jambi|Hotel|Lebak Bandung
71773,T**** H****,1|Jambi|Hotel|Jambi
71774,U******** H**** Ta Ke J******* P***** J****,3|Jambi|Hotel|Jambi
71775,A**** S**** H**** a** T****,4|Jambi|Hotel|Sungai Asam
71776,R******* N*** J******* M******,2|Jambi|Hotel|Jambi
71777,R******* S****** @ H**** M******* 2,1|Jambi|Hotel|Jambi
71778,A**** H**** a** C********* C*****,3|Jambi|Hotel|Sungai Asam
71779,I******* H**** J****,3|Jambi|Hotel|Pasar Jambi
71780,P**** R***** 1,1|Jambi|Hotel|Sungai Asam
71781,O** 2*** J**** R*** H****,2|Jambi|Hotel|Pasar Jambi
71782,P**** R***** 3,1|Jambi|Hotel|Sungai Asam
71783,W***** H**** J****,3|Jambi|Hotel|Jambi
71784,R******* @ C****** P**** J****,2|Jambi|Hotel|Jelutung
71785,H**** G**** H**** S****** n*** H**** W**** J*******,1|Jambi|Hotel|Jambi
71786,G**** M******** J****,3|Jambi|Hotel|Sungai Asam
71787,O*** W***** J****,3|Jambi|Hotel|Sungai Asam
71788,R******* P*** n*** W** B********* M***,3|Jambi|Hotel|Pasar Jambi
71789,H**** M******** S****** R*********,2|Jambi|Hotel|Jambi
71790,E*** H****,2|Jambi|Hotel|Sulan Jana
71791,R******* S****** @ J**** J****** S******* J****,2|Jambi|Hotel|Jambi Selatan
71792,P**** R***** 2 J****,1|Jambi|Hotel|Thehok
71793,P****** H******* n*** S***** H****** I** R*********,1|Jambi|Hotel|Jambi
71794,CK H******* S****** n*** L**** P**** J****,2|Jambi|Hotel|Jambi
71795,Y**** H**** J****,3|Jambi|Hotel|Jambi
71796,BW L***** H**** J****,5|Jambi|Hotel|Pasir Putih
71797,O** 3*** J8 H****,2|Jambi|Hotel|Jambi
71798,R******* P****** @ H**** R*** R********,3|Jambi|Hotel|Jambi Selatan
71799,R******* @ B******* J****,2|Jambi|Guest House|Thehok
71800,C**** H****,2|Jambi|Hotel|Pasir Putih
71801,W**** P***** a*** S****** R*********,1|Jambi|Hotel|Jambi
71802,M** H**** J****,2|Jambi|Hotel|Jambi Selatan
71803,R******* S****** @ P**** P**** J****,2|Jambi|Guest House|Jambi Selatan
71804,R******* n*** S***** T**** A****** J****,2|Jambi|Guest House|Jambi Selatan
71805,O** 1*** G**** H**** L*******,2|Jambi|Hotel|Jambi Selatan
71806,A*** S******* S***** A** B*** 96 J****,0|Jambi|Hotel|Jambi
71807,C**** M**** E***,0|Muara Enim|Hotel|Muara Enim
71808,T** M**** E***,4|Muara Enim|Hotel|Tungkal
71809,G**** S****** M**** E***,3|Muara Enim|Hotel|Air Lintang
71810,H**** S*** T****** E***,4|Muara Enim|Hotel|Muara Enim
71811,E** H******* S******,2|Muara Enim|Hotel|Muara Enim
71812,S*** B*** R***** By Z***,2|Bali|Hotel|Kuta
71813,O** 2*** A***** B*** O**** H**** & R*****,2|Bandar Lampung|Bed & breakfast|City Center
71814,P********* J***** K***,1|Bandar Lampung|Hotel|Bandar Jaya
71815,D V** H**** T****** U***** B****,2|Batam|Hotel|Batu Aji
71816,R******* P*** @ T****** U***** B****,3|Batam|Hotel|Batu Aji
71817,K****** B********,1|Bandar Lampung|Hotel|Bandar Lampung
71818,K*** S*** C*** H**** M****** A*** Z******,2|Bandar Lampung|Guest House|Pesisir Barat
71819,K** R***** B****,4|Batam|Hotel|Batam
71820,O** 1*** Z*** H****,2|Batam|Bed & breakfast|Batam Center
71821,H****** I** R***** B****,4|Batam|Resort|Sekupang
71822,B**** H**** B**** N*** S***** M***** R****** S*** M***** By Z***,4|Batam|Hotel|Batu Aji
71823,O** 2*** H**** K*** S******,2|Bandar Lampung|Bed & breakfast|City Center
71824,Q****** R*****,0|Batam|Hotel|Batam
