userId,itemId,actual_rating,ffnn_predicted_rating
15,80225,0.0,1.0
15,78657,0.0,1.0
15,77673,0.0,1.0
15,74454,0.0,1.0
15,76677,0.0,1.0
15,71350,0.0,1.0
15,78979,0.0,3.0
15,81198,0.0,2.0
15,71537,0.0,1.0
15,83433,0.0,2.0
15,84451,0.0,5.0
15,75952,0.0,4.0
15,78511,0.0,3.0
15,75470,0.0,1.0
15,69704,0.0,1.0
15,81423,0.0,4.0
15,85240,0.0,2.0
15,77527,0.0,2.0
15,82355,0.0,1.0
15,77233,0.0,2.0
15,69892,0.0,2.0
15,84512,0.0,1.0
15,76156,0.0,2.0
15,74231,0.0,1.0
15,71925,0.0,1.0
15,73225,0.0,3.0
15,81269,0.0,1.0
15,69605,0.0,2.0
15,75674,0.0,1.0
15,77293,0.0,2.0
15,69893,0.0,2.0
15,85751,0.0,2.0
15,76801,0.0,2.0
15,75085,0.0,3.0
15,83555,0.0,2.0
15,77571,0.0,2.0
15,71671,0.0,1.0
15,69751,0.0,1.0
15,76300,0.0,2.0
15,80386,0.0,3.0
15,75462,0.0,1.0
15,83183,0.0,5.0
15,82976,0.0,1.0
15,73020,0.0,2.0
15,85280,0.0,1.0
15,79225,0.0,4.0
15,76007,0.0,1.0
15,85184,0.0,3.0
15,78167,0.0,1.0
15,76263,0.0,2.0
15,70168,0.0,2.0
15,71234,0.0,1.0
15,74817,0.0,2.0
15,75803,0.0,1.0
15,70120,0.0,3.0
15,71959,0.0,2.0
15,71786,0.0,1.0
15,71944,0.0,3.0
15,85628,0.0,1.0
15,71004,0.0,1.0
15,83908,0.0,3.0
15,72181,0.0,1.0
15,75058,0.0,2.0
15,80363,0.0,1.0
15,83295,0.0,2.0
15,80397,0.0,1.0
15,81031,0.0,2.0
15,85294,0.0,2.0
15,69856,0.0,2.0
15,77117,0.0,3.0
15,80374,0.0,1.0
15,72390,0.0,2.0
15,84144,0.0,2.0
15,75464,0.0,3.0
15,80895,0.0,2.0
15,83921,0.0,3.0
15,82046,0.0,1.0
15,85468,0.0,1.0
15,81090,0.0,2.0
15,69725,0.0,2.0
15,74472,0.0,2.0
15,84595,0.0,1.0
15,83622,0.0,3.0
15,74668,0.0,1.0
15,73831,0.0,1.0
15,71322,0.0,1.0
15,77870,0.0,1.0
15,69906,0.0,2.0
