id,name,features
74179,D********* by H***** J****** - D*********,4|Jakarta|Hotel|Cikini/Menteng - Central Jakarta
74193,A***** S****,3|Jakarta|Hotel|Senen/Tugu Tani - Central Jakarta
74196,R***** H**** J******,3|Jakarta|Hotel|Senen/Tugu Tani - Central Jakarta
74216,C*** L***** S******,2|Jakarta|Hotel|Senayan - South Jakarta
74223,R******* P*** @ J**** P***** J******,3|Jakarta|Hotel|Rawamangun
74224,O** 8** A****** R********,2|Jakarta|Hotel|East Jakarta
74226,O** 3** T********* R********,2|Jakarta|Hotel|Tanah Abang - Central Jakarta
74261,W**** B****** R*********,1|Jakarta|Hotel|Central Jakarta
74272,S** P******* 3 By Z***,1|Jakarta|Hotel|Pancoran - South Jakarta
74306,H**** A****** S******* J*** B****,3|Sukabumi|Hotel|Sukabumi City Center
74309,O** 9**** 3a S******,2|Jakarta|Bed & breakfast|Cempaka Putih/Sunter - Central Jakarta
74347,S*** ON 2*** K******** H******* S******,2|Jakarta|Bed & breakfast|Central Jakarta
74354,R******* n*** G**** C******** M***,2|Jakarta|Hotel|East Jakarta
74355,H****** S****** H**** By Z***,3|Jakarta|Bed & breakfast|Central Jakarta
74361,J******* S******,2|Jakarta|Hotel|Tanjung Priok
74363,E**** G*********,2|Jakarta|Bed & breakfast|Central Jakarta
74365,O** S***** C******,3|Bogor|Hotel|Sentul City
74369,O** 1*** A** R******** S******,2|Jakarta|Hotel|Cililitan
74378,R******* P*** n*** G**** P****** S***** M***,3|Jakarta|Hotel|Cempaka Putih/Sunter - Central Jakarta
74379,W**** K********* By Z***,2|Jakarta|Hotel|Ciracas
74418,R******** A******** B****** C*** - E** R***,2|Jakarta|Hotel|Jatinegara
74453,O** 3*** S***** H******* S******,2|Jakarta|Hotel|East Jakarta
74455,C**** H****,3|Jakarta|Hotel|Cempaka Putih/Sunter - Central Jakarta
74460,R******* A******** at P*** G*****,2|Jakarta|Hotel|Jakarta
74461,F***** H****,3|Jakarta|Hotel|Rawamangun
74476,V***** at P******* G*** V*** A******** By Z***,3|Bogor|Apartment|Bogor
74485,M****** H**** S******,2|Depok|Hotel|Margonda
74489,G**** C****** R***** H**** P****** by A**********,3|Puncak|Hotel|Puncak
74492,S****** T***,3|Jakarta|Hotel|Jakarta
74500,O** 9** C****** A****** C*** & R*****,2|Bogor|Hotel|Bogor
74507,C**** C***** H**** A** F***** C*******,3|Puncak|Resort|Cisarua
74521,V**** B*** T** P***** R*********,2|Bogor|Hotel|Bogor
74541,U******** H**** G**** A****** 2 C****** P***** by R*******,3|Bogor|Hotel|Cisarua
74562,O** 9**** G***** P**** S***** A********,2|Bogor|Bed & breakfast|Bogor
74564,H**** L***** N**** C***** R*********,2|Bogor|Hotel|Cisarua
74566,I******** C****** P***** R*********,2|Bogor|Hotel|Bogor
74571,H**** C****** I****,4|Puncak|Hotel|Cisarua
74593,O** 1*** B***** C*** 2 S*******,2|Sukabumi|Hotel|Sukabumi City Center
74603,R******* S****** n*** RS H****** S*******,2|Sukabumi|Hotel|Sukabumi City Center
74607,(*** u*** R******* P*** @ H**** P****** A***,3|Bogor|Hotel|Bogor
74611,O** 3*** S****,2|Jakarta|Hotel|East Jakarta
74621,A******** S***** T**** R******** - S** Z*** P******* T**** O*****,1|Jakarta|Hotel|East Jakarta
74635,V**** G**** V***** P***** R*********,2|Bogor|Hotel|Puncak
74639,B********* V******,2|Bogor|Bed & breakfast|Bogor
74646,A***** R***** P*****,4|Puncak|Villa|Cisarua
74650,R******* P*** n*** G***** B*****,3|Bekasi|Hotel|Bekasi Barat
74655,S** P******* 2 By Z***,1|Bekasi|Hotel|Bekasi Utara
74659,S****** G***** H******* R*********,2|Bekasi|Bed & breakfast|Bekasi Barat
74667,A********* G**** K***** L***** E****** N**** T**** A**** R*** S******,1|Bekasi|Hotel|Cibubur
74669,R******** A******** G**** K***** L***** - I*** R**** T**** B****** S**** w*** N******,1|Bekasi|Hotel|Bekasi Selatan
74672,R******** A******** G**** K***** L***** - K*** K*** P******* T**** E******,1|Bekasi|Hotel|Bekasi Selatan
74674,G**** K***** L***** by V****** By Z***,1|Bekasi|Hotel|Bekasi Selatan
74686,A******** K***** V*** - R*** 88 T**** A*****,2|Bekasi|Hotel|Bekasi Selatan
74696,S*** ON 1*** S***** H******* S******,2|Bogor|Hotel|Bogor
74697,B****** M*** M*** B*****,3|Bekasi|Capsule Hotel|Bekasi Barat
74707,M****** B*****,4|Bekasi|Hotel|Rawalumbu
74710,G**** M**** H**** P*****,3|Puncak|Hotel|Ciloto Puncak
74720,I** B*****,2|Bekasi|Hotel|Bekasi Barat
74745,S**** E****** G**** by G******** B*****,2|Bekasi|Apartment|Bekasi Timur
74766,R******* S****** @ B**** K****,2|Bekasi|Bed & breakfast|Bekasi Barat
74775,O** 3*** Y***** R****,2|Puncak|Hotel|Cipanas
74796,V**** K*** B**** P*****,4|Cipanas|Villa|Cipanas
74822,T*** G**** H**** G**** W*****,1|Bekasi|Hotel|Bekasi Selatan
74829,V**** P****** P*****,3|Cipanas|Villa|Cipanas
74835,G** C***** R********* n*** G***** K**** C******,1|Cianjur|Hotel|Cianjur
74837,O** 2*** G**** S***** P*****,2|Puncak|Hotel|Cipanas
74878,A*** C******* C******** R*** R*** C** B*****,0|Bekasi|Hotel|Bekasi
74879,C******** H**** C*******,1|Cikarang|Hotel|Cikarang Selatan
74884,O** 1*** P****** T******** S******,2|Cianjur|Hotel|Cianjur
74896,S**** J*** L**** C******* H****,5|Cikarang|Hotel|Cikarang Selatan
74903,K*** P*** H******* C****** S****** R*********,1|Cianjur|Hotel|Cianjur
74916,O** 4** H**** B******* P***** C*******,3|Bekasi|Hotel|Bekasi Barat
74922,R******* P*** N*** L**** C******* M***,3|Cikarang|Hotel|Cibatu
74956,T** E***** S***,3|Cikarang|Apartment|Cikarang Pusat
74961,S*** ON 2*** O**** P**** S******,2|Cianjur|Hotel|Cianjur
74965,U******** R***** V**** C****** by R*******,3|Cianjur|Hotel|Cianjur
74975,O** F******* 1*** S********* K*******,2|Karawang|Hostel/Backpacker accommodation|Teluk Jambe
74978,O** 9**** G*******,2|Karawang|Bed & breakfast|Karawang Barat
74995,A***** R******** S******,2|Karawang|Hotel|Karawang
75006,O** 9**** S***** R********,2|Karawang|Bed & breakfast|Karawang
75015,O** 2*** R*** R******** S******,2|Karawang|Hostel/Backpacker accommodation|Karawang Barat
75018,S*** ON 3*** S**** C**** 2,2|Karawang|Hotel|Cikampek
75027,S*** ON 2*** M****** R********,2|Karawang|Hotel|Cikampek
75028,F**** O** A****** H**** K*******,3|Karawang|Hotel|Teluk Jambe Timur
75062,P****** H**** P*********,2|Purwakarta|Hotel|Bungursari
75066,S*** H**** G**** S******* C*******,3|Karawang|Hotel|Cikampek
75090,A******** T** E*** B**** - K******,2|Bandung|Hotel|Cimahi
75093,K****** A******** By Z***,3|Bandung|Hotel|Cimahi
75099,S**** O** 2*** A***** B** & B********,2|Bandung|Hotel|Bandung
75109,S**** O** 3*** C***** G**** H****,2|Bandung|Hotel|Cimahi
75138,R******* n*** S******** M***,2|Bandung|Hotel|Pasteur
75142,R******* n*** S******** M*** 4,2|Bandung|Hotel|Pasteur
75144,B***** G***** P******,1|Bandung|Hotel|Bandung
75147,S****** G**** H**** P******,1|Bandung|Guest House|Sukajadi
75167,O** 1*** F*** M*********,2|Bandung|Hotel|Sukajadi
75188,D*** H**** P***** H**** P********* B****** 1 By Z***,1|Bandung|Hostel/Backpacker accommodation|Parongpong
75189,O** 2** H*** 33,2|Bandung|Hotel|Sukajadi
75214,O** 1*** D**** R********,2|Bandung|Hotel|Bandung
75217,R******* P****** @ H**** H****,3|Bandung|Hotel|Kopo
75221,S**** P*******,2|Bandung|Hotel|Bandung
75231,R******* @ S***** B*****,2|Bandung|Hotel|Bandung Wetan
75233,C*** R******** C****** B******,2|Bandung|Hotel|Sukasari
75240,P****** W*****,3|Bandung|Hotel|Bandung
75254,H**** C** @ C******** R*********,1|Bandung|Hotel|Bandung
75268,P**** H**** B******,0|Bandung|Hotel|Setiabudhi
75275,T** S**** H****,3|Bandung|Hotel|Bandung
75276,V**** D****** L******,3|Bandung|Hotel|Lembang
75282,M******** H****,3|Bandung|Hotel|Sukajadi
75292,C*** d L*****,0|Bandung|Hotel|Bandung
75293,A****** V*****,2|Bandung|Hotel|Bandung
75295,A*** S******* 1** B******,0|Bandung|Hotel|Bandung
75296,P******* H****,2|Bandung|Hotel|Sukajadi
75303,S*** S**** G********* S****** N*** RS H**** S******,1|Bandung|Hotel|Sukajadi
75306,de J*** H**** B******,4|Bandung|Hotel|Sukajadi
75308,T**** C***,2|Bandung|Hostel/Backpacker accommodation|Cicendo
75341,O** 9**** H**** P****,2|Bandung|Hotel|Bandung
75357,R**** A********* B******,2|Bandung|Hotel|Bandung
75374,O** 9** B****** C****** G**** H****,2|Bandung|Hotel|Andir
75385,Z***** K********,2|Bandung|Hotel|Kebon Jati
75388,F*** H**** B******,3|Bandung|Hotel|Kebon Jati
75392,G**** H*** H****,3|Bandung|Hotel|Lembang
75393,E***** S H***,2|Bandung|Hotel|Sukajadi
75398,O** 1*** P********* H****,2|Bandung|Hotel|Cicendo
75435,W*** H**** B******,3|Bandung|Hotel|Ciumbuleuit
75443,S**** O** C********* O H**** P**** B*** H*******,2|Bandung|Hotel|Andir
75449,C********* H**** 1,1|Bandung|Hotel|Cihampelas
75464,K******* H**** B******,3|Bandung|Hotel|Bandung
75467,T** J****** A******** by B******** G**** By Z***,1|Bandung|Hotel|Coblong
75473,R******* A******** @ J****** C*********,3|Bandung|Hotel|Cihampelas
75475,O** 2*** H**** A***** L*** D*** S******,2|Bandung|Hotel|Bandung
75484,R******** A******** P********** R******** - A**** R****,1|Bandung|Hotel|Hegarmanah
75511,O** 1*** P******** H****,2|Bandung|Hotel|Sumurbandung
75521,M******** - H*****,2|Bandung|Hostel/Backpacker accommodation|Lengkong
75539,V**** L****,3|Bandung|Hotel|Lembang
75551,J******** B******,4|Bandung|Hotel|Aceh
75557,S****** H**** B******,3|Bandung|Hotel|Riau Street
75565,M*** H**** B******,3|Bandung|Houseboat|Bandung Wetan
75584,G******** R**** C***,0|Bandung|Hotel|Bandung
75589,R**** D***,2|Bandung|Hotel|Bandung
75594,P**** B******,3|Bandung|Hotel|Dago
75605,O** 3*** G**** H****,2|Bandung|Hotel|Bandung
75628,H**** D**** B******,3|Bandung|Hotel|Coblong
75631,T** K******* H****,2|Bandung|Hotel|Bandung
75632,De R*** H**** B******,3|Bandung|Hotel|Lengkong
75633,H**** B*** A***,3|Bandung|Hotel|Bandung Wetan
75638,L***** I** B******,2|Bandung|Hotel|Aceh
75682,O** 9**** H**** S****** B*** B*** B******,2|Bandung|Bed & breakfast|Bandung
75699,H**** H****** I****,1|Bandung|Hotel|Lengkong
75705,O** 2*** H**** S****** S******,2|Bandung|Hotel|Bandung
75709,I************ I******* B******,0|Bandung|Hotel|Bandung
75719,R******* P*** n*** D*** P****,3|Bandung|Hotel|Cibeunying
75722,O** 2** S***** G**** H****,2|Bandung|Hotel|Lembang
75734,P***** C***** P******* R*********,2|Bandung|Hotel|Lembang
75759,T***** H****,2|Bandung|Hotel|Bandung
75771,C****** C*** 2 H**** B*******,1|Belitung|Hotel|Tanjung Pandan
75808,F******** by M******* B*******,4|Belitung|Hotel|Tanjung Pandan
75813,O** 1*** B*** M*******,2|Bandung|Hotel|Bandung
75826,M******* S***** B******,4|Bandung|Hotel|Dago
75831,A*** C*********** S******* 2** B******,0|Bandung|Hotel|Bandung
75839,E**** Al M****** R*****,3|Bandung|Hotel|Lembang
75848,BW I** B*******,3|Belitung|Hotel|Tanjung Pandan
75895,R******** A******** G****** C****** - S***** C**** M********,2|Bandung|Hotel|kiaracondong
75896,R******** A******** G****** C****** - DB R***,2|Bandung|Hotel|kiaracondong
75902,R******** A******** G****** C****** - R**** K*** T**** E****** A,1|Bandung|Hotel|Bandung
75904,G***** H**** B******,1|Bandung|Hotel|Bandung
75905,P***** A****** C***** R*********,1|Subang|Hotel|Kota Subang
75906,O** 2*** A***** R******** S******,2|Bandung|Hotel|Bandung
75914,R******* P*** n*** S******* C***,3|Bandung|Hotel|Cibeunying
75915,D***** H**** (******** T***** H**** B********,2|Bengkulu|Hotel|Bengkulu
75951,O** 9**** H***** O***** G**** H****,2|Bandung|Bed & breakfast|Bandung
75956,V**** C***** H*******,4|Subang|Villa|Ciater
75957,B*** W****,3|Bandung|Hotel|Soekarno Hatta
75965,R******* n*** M**** I**** M***,2|Bandung|Hotel|Bandung
75977,O** 9**** G**** A****** S****** G**** H****,2|Bandung|Bed & breakfast|Lembang
75992,S**** O** C********* O 9**** R**** O** O** S******,2|Bandung|Bed & breakfast|Bandung
75999,R******* S****** @ T***** M**** S***** S*****,2|Subang|Hotel|Ciater
76002,R******* S****** n*** K**** N********,2|Bandung|Hotel|Cibeunying
76019,B******* H****** R*****,3|Belitung|Bed & breakfast|Sijuk
76021,O** 9**** H**** D****** S******,2|Subang|Bed & breakfast|Ciater
76029,S*** ON 2*** P***** N****,2|Bandung|Hotel|Bandung
76034,L**** H**** S*****,3|Subang|Hotel|Kota Subang
76035,R******* n*** J********* T*** S*****,2|Bandung|Hotel|Jatinangor
76039,R******* P*** n*** J********* T*** S***** 2,3|Bandung|Hotel|Hegarmanah
76050,K******* G**** H**** a** R*****,4|Garut|Hotel|Samarang
76053,B**** A*******,3|Garut|Hotel|Tarogong Kidul
76061,S**** A*** R*****,0|Garut|Hotel|Tarogong Kaler
76075,T**** H**** G****,2|Garut|Hotel|Cimanuk
76095,A******* H**** & C********** BW S******** C*********,4|Tasikmalaya|Hotel|Tasikmalaya
76104,O** 2*** B*** E**** E*** H******* S******,2|Tasikmalaya|Hotel|Cihideung
76115,O** 2*** H**** A*** 2 S******,2|Tasikmalaya|Hotel|Indihiang
76128,C**** H**** T**********,3|Tasikmalaya|Hotel|Cipedes
76138,R******* S****** @ H**** K****** T**********,2|Tasikmalaya|Hotel|Cihideung
76142,R******* n*** U********** S******** T**********,2|Tasikmalaya|Guest House|Cihideung
76167,U******** H**** T******** J*** I**** I******** by R*******,3|Indramayu|Hotel|Indramayu
76176,P********* Al F******* S****** R*********,2|Kuningan|Hotel|Kuningan
76178,S****** S**** G**** H**** R*********,1|Semarang|Hostel/Backpacker accommodation|Semarang Barat
76184,(*** u*** R******* N*** S***** C******,2|Cirebon|Hotel|Kedawung
76185,O** 9**** P********* S**** K*******,2|Kuningan|Bed & breakfast|Kuningan
76219,S**** O** 5** R******* G**** H****,3|Cirebon|Guest House|Kedawung
76229,O** 9** T****** G**** H**** S******,2|Cirebon|Hotel|Kedawung
76244,O** 2*** P***** W******,2|Cirebon|Bed & breakfast|Kedawung
76251,C********* C******,2|Cirebon|Hotel|Kesambi
76266,O** 2*** Z***** P***** G******,2|Cirebon|Hostel/Backpacker accommodation|Kedawung
76269,S**** R*** G**** H**** C******,2|Cirebon|Guest House|Kesambi
76289,M** H**** C****** ( P********* I*** B***** C****** ),2|Cirebon|Hotel|Kejaksan
76293,C****** O 2*** H**** R*****,2|Cirebon|Bed & breakfast|Kedawung
76310,R******* P*** N*** G**** C*** M***,3|Cirebon|Hotel|Cirebon
76312,T** L*** G**** H**** S******,2|Cirebon|Hotel|Cirebon
76331,R******* H***** @ G**** P**********,2|Pangandaran|Hotel|Pangandaran
76353,I**** S***** H**** R*********,1|Pangandaran|Hotel|Pangandaran
76360,P***** I**** R***** H**** B****,3|Pangandaran|Hotel|Pangandaran
76364,O** 7** Y***** B**** H****,2|Pangandaran|Hostel/Backpacker accommodation|Pangandaran
76373,A******** H**** K***********,3|Brebes|Hotel|Ketanggungan
76387,O** 3*** H**** K***********,2|Singkawang|Hotel|Pasiran
76397,S*** ON 2*** A*** G**** H**** S******,2|Cilacap|Hostel/Backpacker accommodation|cilacap tengah
76406,F******** C******,3|Cilacap|Hotel|Sidakaya
76410,R******* @ J**** B*** C******,2|Cilacap|Hotel|Cilacap
76439,G**** H**** Hj M****** S****** S**** R*********,1|Tegal|Hotel|Kota Tegal
76442,R******* S****** n*** A*** A*** B**** K*** T****,2|Tegal|Hotel|Kota Tegal
76448,S****** R******** S******,1|Tegal|Hotel|Tegal
76459,S***** G*** T****,3|Tegal|Hotel|Guci
76472,H**** A**** B******** R*********,1|Purwokerto|Hotel|Banyumas
76493,O** 8** H**** M**** J***,2|Purwokerto|Hotel|Purwokerto Selatan
76499,T** L**** I**,0|Purwokerto|Hotel|Purwokerto
76527,R******* S****** n*** U********** J******* S********,2|Purwokerto|Hotel|Purwokerto Timur
76535,R******* n*** U********** M*********** P********* 2,2|Purwokerto|Hotel|Purwokerto
76538,R******* S****** n*** R*** M****** P*********,2|Purwokerto|Hotel|Purwokerto Timur
76550,B***** H**** - P********,3|Pontianak|Hotel|Pontianak
76584,K***** D*****,2|Pontianak|Hotel|Pontianak
76602,W**** P****** P*******,0|Pemalang|Hotel|Pemalang
76608,O** 9**** H**** C*****,2|Kebumen|Bed & breakfast|Kebumen
76619,I***** P*********,0|Pekalongan|Hotel|Pekalongan
76627,U******** V**** K********* K****** by R*******,3|Kebumen|Hotel|Kebumen
76634,H**** P********* S****** R*********,2|Pekalongan|Hotel|Pekalongan Timur
76641,S**** Y**** B***********,3|Banjarnegara|Hotel|Madukara
76650,R******* n*** K****** I******* B*****,2|Semarang|Hotel|Singosari
76654,R******* S****** n*** E*** T** B*****,2|Pekalongan|Hotel|Pekalongan
76665,C** H**** W*******,1|Wonosobo|Hotel|Wonosobo
76685,H**** B*** A**** D**** R*********,1|Wonosobo|Hotel|Wonosobo
76686,R******* @ G****** D**** P****** A***,2|Wonosobo|Hotel|Wonosobo
76693,A**** K*******,3|Ketapang|Hotel|Delta Pawan
76696,G**** Z*** K*******,3|Ketapang|Hotel|Delta Pawan
76699,H**** S********** P******** R*********,1|Pasuruan|Hotel|Purworejo
76705,S************* A****** Y*********,4|Yogyakarta|Hotel|Yogyakarta
76715,S****** C****** S*** a** E********,1|Yogyakarta|Hotel|Yogyakarta
76717,K******* H******* By Z***,2|Yogyakarta|Bed & breakfast|Kulon Progo
76722,O*** W*** B******* By Z***,2|Yogyakarta|Bed & breakfast|Yogyakarta
76723,P***** W***** K*******,1|Yogyakarta|Hotel|Yogyakarta
76727,R******* n*** T******* W**** K**** P****,2|Yogyakarta|Hotel|Yogyakarta
76728,G**** J*****,2|Yogyakarta|Bed & breakfast|Yogyakarta
76736,A****** H*******,3|Yogyakarta|Bed & breakfast|Yogyakarta
76738,H**** C****** T********* S****** R*********,1|Semarang|Hotel|Semarang
76750,B*************,3|Magelang|Hotel|borobudur
76788,S**** B******** H******* H****,1|Magelang|Hotel|borobudur
76797,C****** H**** at J***** M*******,2|Magelang|Hotel|Magelang
76799,S******* B********,3|Magelang|Hotel|borobudur
76805,O** 2*** O**** N***** S******,2|Magelang|Hotel|Magelang
76817,R**** B**** P****** R********* V**** B********,2|Magelang|Hotel|Magelang
76846,L***** A**** By Z***,2|Yogyakarta|Hotel|Kretek
76865,J**** M****** B******* H****,3|Yogyakarta|Hotel|Yogyakarta
76872,R**** S*****,3|Yogyakarta|Hotel|Yogyakarta
76874,D****** R***** & G****** n*** D*** W***** K******* Y********* R*********,1|Yogyakarta|Hotel|Bantul
76885,O** 6** T** E**** S******,2|Yogyakarta|Hotel|Yogyakarta
76904,U******** H**** S**** K***** E******,3|Yogyakarta|Hotel|Sleman
76929,O** 8** P******* M******** S******,2|Yogyakarta|Hotel|Wirobrajan
76937,A**** M** M********,1|Yogyakarta|Hotel|Patangpuluhan
76941,R**** A***** G********* S******,2|Yogyakarta|Hotel|Yogyakarta
76944,F**** O** I** S*******,2|Semarang|Hotel|Tugurejo
76955,E********* H*******,1|Yogyakarta|Hotel|Bantul
76982,O** 1*** A**** R********,2|Yogyakarta|Hotel|Gedongtengen
76984,A**** R******** M******** Y********* R*********,1|Yogyakarta|Hotel|Gedongtengen
76996,A***** H**** B********,2|Semarang|Hotel|Semarang
77044,K*** T***,3|Yogyakarta|Hotel|Jetis
77059,P**** M******** H****,3|Yogyakarta|Hotel|Sosrowijayan
77069,O** 9**** A*** N******* B******* H****,2|Yogyakarta|Hotel|Yogyakarta
77073,D******** M********,2|Yogyakarta|Hotel|Malioboro Street
77076,S**** S** a** R***** S*******,3|Semarang|Hotel|Bandungan
77078,A***** B******* Y*********,3|Yogyakarta|Hotel|Yogyakarta
77094,W*** H**** M******** Y*********,2|Yogyakarta|Hotel|Malioboro Street
77095,N** H**** L****,2|Yogyakarta|Hotel|Gedongtengen
77096,K***** Y**** H******* M******** R*********,2|Yogyakarta|Bed & breakfast|Yogyakarta
77137,R******* @ G***** I** T*** Y*********,2|Yogyakarta|Hotel|Yogyakarta
77154,R******* @ J**** P***********,2|Yogyakarta|Hotel|Kota Gede
77169,R******* n*** M******** T*** S****** J****,2|Yogyakarta|Hotel|Gedongtengen
77176,M******* Y*********,3|Yogyakarta|Hotel|Yogyakarta
77193,O** 2*** D**** J***** H*******,2|Yogyakarta|Hotel|Yogyakarta
77203,D*** G***** Y*********,3|Yogyakarta|Hotel|Yogyakarta
77230,M******** D****** H*******,2|Yogyakarta|Guest House|Yogyakarta
77238,O** F******* 3*** T***** B*** R********,2|Yogyakarta|Hotel|Sleman
77240,D*** G**** H**** Y*********,3|Yogyakarta|Hotel|Yogyakarta
77282,S** H**** J****,3|Yogyakarta|Hotel|Danurejan
77300,O** 3** P***** A**** R******,2|Yogyakarta|Hotel|Sleman
77305,O** 3*** D**** P*** S****** S******,2|Yogyakarta|Hotel|Yogyakarta
77318,A*** M********* T**** S**** 91 Y*********,2|Yogyakarta|Hotel|Mergangsan
77321,U********* C*** H**** U**,3|Yogyakarta|Hotel|Mlati
77330,K***** S******* Y********* by H***** (******** N****** Y**********,4|Yogyakarta|Hotel|Gondokusuman
77338,R******* @ J**** M****** S*****,2|Yogyakarta|Guest House|Umbulharjo
77346,S*** ON 2*** R**** N****** H**** S******,2|Yogyakarta|Hotel|Yogyakarta
77363,R******* @ J**** B****,2|Yogyakarta|Hotel|Yogyakarta
77364,P***** ke U*****,3|Yogyakarta|Aparthotel|Sleman
77369,R******* @ J**** B**** 2,2|Yogyakarta|Guest House|Yogyakarta
77387,T********* H******* S******* R*********,1|Semarang|Hotel|Semarang
77408,T***** Y*********,2|Yogyakarta|Hotel|Demangan
77420,R******* P*** n*** S****** M****** K****,3|Yogyakarta|Hotel|Umbulharjo
77428,G**** K***** H**** U*** S******** Y********* (******** H****** Y**********,3|Yogyakarta|Hotel|Demangan
77445,R******* P*** n*** U********** N***** Y*********,3|Yogyakarta|Hotel|Sleman
77463,T** M******* H**** Y*********,4|Yogyakarta|Hotel|Gejayan
77470,Y***** S*** G******,3|Yogyakarta|Hotel|Sleman
77481,B**** M***** M***** H****,0|Yogyakarta|Hotel|Yogyakarta
77486,R**** C**** S******* R*********,2|Semarang|Hotel|Semarang
77489,G***** R******** A****** H**** S*******,2|Semarang|Hotel|Semarang Barat
77491,U******** H**** S****** W********* by R*******,3|Yogyakarta|Hotel|Umbulharjo
77493,R******* n*** K***** 3 U** Y*********,2|Yogyakarta|Bed & breakfast|Yogyakarta
77497,N** S***** Y*********,4|Yogyakarta|Hotel|Sleman
77516,O** 6** C**** H******* S******,2|Semarang|Hostel/Backpacker accommodation|Semarang Barat
77523,A***** P******* H**** Y*********,3|Yogyakarta|Hotel|Sleman
77534,A*** U********* P******* K********** 87 Y*********,0|Yogyakarta|Hotel|Yogyakarta
77539,R******* @ D******* S*** R********,2|Yogyakarta|Hotel|Catur Tunggal
77566,R******* P*** n*** H****** M***,3|Yogyakarta|Hotel|Sleman
77569,O** 1*** 88 E******** G*********,2|Yogyakarta|Hotel|Depok
77573,R******* n*** M*** A******** Y*********,2|Yogyakarta|Hotel|Yogyakarta
77588,K***** H**** S*******,2|Semarang|Hotel|Semarang Barat
77595,O**** D**** G**** H**** S****** S*******,1|Semarang|Hotel|Semarang Barat
77597,H**** A***** S******,3|Yogyakarta|Hotel|Sleman
77610,S*** ON 2*** I** P**** S****** R********,2|Yogyakarta|Hotel|Sleman
77615,S*** H**** G*** W*** S*******,3|Semarang|Hotel|Semarang
77619,O** 9**** T2 E******** S******,2|Yogyakarta|Bed & breakfast|Depok
77625,O** 9**** H*** De R*** G*********,2|Yogyakarta|Bed & breakfast|Catur Tunggal
77627,E*** J**** H******* By Z***,2|Yogyakarta|Guest House|Yogyakarta
77680,T** S********* H**** By Z***,1|Yogyakarta|Hotel|Depok
77690,O*** A********,1|Jakarta|Bed & breakfast|City Center
77698,A***** H*****,1|Semarang|Hostel/Backpacker accommodation|Semarang
77702,R******* @ S****** R*** (******** R******* @ S******* R****,2|Yogyakarta|Hotel|Catur Tunggal
77704,O** 2*** R**** D**** G**** H**** S******,2|Yogyakarta|Bed & breakfast|Yogyakarta
77719,O** 2*** I***** T***** B*********,2|Semarang|Hostel/Backpacker accommodation|Banyumanik
77734,R******** A******** B**** C*** by C****** - WM P*******,3|Yogyakarta|Hotel|Depok
77759,K******* n*** S****** M**********,1|Yogyakarta|Hotel|Sleman
77786,P***** S****** C********** B******* & T****** H****,3|Semarang|Hotel|Semarang
77795,U******** H**** A***** S****** L*** by R*******,3|Semarang|Hotel|Semarang
77805,M*** I** S*******,3|Semarang|Hotel|Semarang
77819,R******* @ J**** S******** S*******,2|Semarang|Hotel|Banyumanik
77825,S**** B******* H**** K*** L*** S*******,2|Semarang|Hotel|Poncol
77833,C***** H**** S******* M****** by T****** H***** M*********,4|Semarang|Hotel|Gajah Mada
77844,I****** S******,2|Semarang|Guest House|Semarang Selatan
77855,A**** E****** H**** Y********* by D***** I************ (******** A**** G**** Y**********,2|Yogyakarta|Hotel|Timoho
77864,DS R******** S*******,4|Semarang|Hotel|Candisari
77876,R******* P*** n*** C****** M*** S****** L*** 2,3|Semarang|Hotel|Semarang
77896,D******* O**** By Z***,4|Yogyakarta|Hotel|Depok
77906,R******* n*** S*** S********* K*****,2|Salatiga|Hotel|Getasan
77917,R** O***** S****** L*** by S*****,2|Semarang|Hotel|Simpang Lima
77922,R****** V****,0|Yogyakarta|Hotel|Sleman
77928,W**** J*** By Z***,3|Yogyakarta|Bed & breakfast|Yogyakarta
77950,R******* S****** n*** RS H****** Y*********,2|Yogyakarta|Hotel|Depok
77953,H**** P***** K*** L*** S*******,2|Semarang|Hostel/Backpacker accommodation|Semarang Tengah
77954,P********* M******** K******** R*********,1|Yogyakarta|Hotel|Sleman
77982,J*** I** S*******,2|Semarang|Guest House|Semarang
77994,O** 1*** P********* Rb S******,2|Yogyakarta|Hostel/Backpacker accommodation|Maguwoharjo
78011,R**** S****** G**** H**,2|Semarang|Hotel|Semarang
78013,S*** ON 2*** O****,2|Semarang|Bed & breakfast|Gajahmungkur
78027,B**** L****** S*** D****** By Z***,2|Yogyakarta|Villa|Bantul
78041,O** 1*** U*** R********,2|Semarang|Guest House|Gayamsari
78044,R*** S*******,3|Semarang|Hotel|Semarang
78045,H**** R*** S*******,0|Semarang|Hotel|Tembalang
78063,R******* n*** T******* A A********* A******,2|Yogyakarta|Hotel|Kalasan
78077,D*** S*******,2|Semarang|Hotel|Pedurungan
78089,O** 1*** P****** R********,2|Semarang|Hotel|Semarang
78092,B**** S*****,2|Semarang|Hotel|Pedurungan
78096,O** 1*** W**** T**** S******,2|Semarang|Bed & breakfast|Pedurungan
78140,H**** K******* D**** R*********,2|Yogyakarta|Hotel|Gunung Kidul
78182,O**** V*** R******** J*****,3|Jepara|Hotel|Jepara
78186,T** G**** I** T***,2|Jepara|Inn|Tahunan
78192,J***** I****,0|Jepara|Hotel|Jepara
78200,N***** H******* T****,2|Jepara|Hotel|Jepara
