id,name,features
78201,J***** G***** R*****,1|Jepara|Hotel|Jepara
78235,L**** D****** S*** H****,"3|Solo City|Hotel|Colomadu,"
78244,R******* P*** S****** n*** L****** S***,3|Solo City|Hotel|Sukoharjo
78252,A**** S***,5|Solo City|Hotel|Laweyan
78274,S*** ON 2*** H**** M**** S***,2|Solo City|Hostel/Backpacker accommodation|Laweyan
78281,T** S**** H**** S***,4|Solo City|Hotel|Laweyan
78291,R******** H*******,2|Solo City|Hotel|Solo City
78292,R******* n*** G**** S*** B**** S***,2|Solo City|Hotel|Banjarsari
78295,(*** u*** R******* P*** @ P********,3|Solo City|Hotel|Laweyan
78304,K******* S****** n*** S*** P****** M***,3|Solo City|Guest House|Laweyan
78314,Z*** H**** P***** R*** S***,2|Solo City|Hotel|Surakarta
78324,R******* P*** @ L******,3|Solo City|Hotel|Laweyan
78326,S*** P****** a** R*********,4|Solo City|Hotel|Mangkubumen
78332,R******* P*** n*** S*** B***,3|Solo City|Bed & breakfast|Solo
78345,M******* H**** S*** (******** R** P***** S****,2|Solo City|Hotel|Mangkubumen
78349,R******* n*** T******* T********,2|Solo City|Hotel|Banjarsari
78358,U******** H**** S*** T****,2|Solo City|Hotel|Laweyan
78369,R******* n*** S*** B****** S****** 2,2|Solo City|Hotel|Banjarsari
78374,N****** c******** S***,0|Solo City|Hotel|Solo City
78385,S**** Y********* H****,3|Solo City|Hotel|Balapan
78394,N*** A**** H**** S***,3|Solo City|Hotel|Serengan
78395,P*** In S***,3|Solo City|Hotel|Balapan
78412,B****** S***** R*****,3|Solo City|Hotel|Banjarsari
78429,C****** O 9**** D**** G**** H****,2|Kudus|Bed & breakfast|Kudus
78438,S***** H**** S********,3|Central Java|Hotel|Central Java
78442,R******* n*** S****** T**** K****,2|Kudus|Hotel|Kudus
78456,at H** H**** K**** by H****** G****,2|Kudus|Hotel|Kudus
78482,S**** O** 2*** S****** H**** P***,2|pati|Hotel|pati
78494,R******* P*** @ Jl P***** P***,3|pati|Hotel|pati
78495,S**** O** 2*** H**** G**** P****,2|Pacitan|Hotel|Pacitan
78507,R******* S****** n*** A*** A*** P****** 2,2|Pacitan|Hotel|Pacitan
78520,F***** H**** T**********,4|Tawangmangu|Hotel|Tawangmangu
78535,O** 3*** Al B****** S****** F*****,2|Magetan|Hotel|Magetan
78541,R******* n*** A*** - A*** M******,2|Magetan|Bed & breakfast|Magetan
78549,K****** B****,0|Blora|Hotel|Blora
78582,A*** K****** M***** 4 M*****,0|Madiun|Hotel|Madiun
78590,S**** O** 1*** H**** S******* P*****,2|Madiun|Hotel|Manguharjo
78614,N*** A** D** H**** N*********,2|Nanga Pinoh|Hotel|Borneo
78626,A****** P*** 3 S****** n*** T******* C******,1|Madiun|Hotel|Kartoharjo
78631,S*** ON 2*** A**** H*******,2|Trenggalek|Hotel|Trenggalek
78635,R******* P****** @ R*** B*********,3|Bojonegoro|Hotel|Bojonegoro
78650,D****** H**** a** C********* B*********,3|Bojonegoro|Hotel|Sukorejo
78652,A*** V****** 55 B*********,0|Bojonegoro|Hotel|Bojonegoro
78682,A*** M******* J**** A**** S******* 26 K*****,0|Kediri|Hotel|Kediri
78693,H**** P******** K*****,0|Kediri|Hotel|Kediri
78699,S**** H******* S******,2|Tuban|Hotel|Bogorejo
78700,HP R******** R********* n*** A*** A*** K*****,1|Kediri|Hotel|Kediri
78702,V*** H**** K*****,2|Kediri|Hotel|Kediri
78741,H**** S****** B*****,3|Blitar|Hotel|Blitar
78742,S*** ON 2*** P******** R********,2|Blitar|Hostel/Backpacker accommodation|Kepanjenkidul
78748,U******** H**** S***** K****** I****** P*** by R*******,2|Kediri|Hotel|Kediri
78761,H**** Y**** J****** (****** H***** R********* & C********* (******** Y**** H**** R********* a** C**********,3|Jombang|Hotel|Peterongan
78825,R******* S****** n*** B**** K*** B***,2|Malang|Hotel|Malang city
78835,R******* n*** W***** M***** A***** 3,1|Batu|Hotel|Pesanggrahan
78872,V**** A*** K***** B*** M*****,2|Batu|Villa|Batu
78882,T** B*** V***** N**** n*** M***** A*****,2|Batu|Villa|Batu
78883,B*** H***** a** V***** (****,0|Batu|Hotel|Batu
78886,G****** B*** B******* H****,3|Batu|Hotel|Ngaglik
78890,O** 9**** Tl G**** H****,2|Batu|Bed & breakfast|Batu
78897,O** 9** T*******,2|Batu|Bed & breakfast|Batu
78899,O** T*** G******* R*****,3|Batu|Hotel|Batu
78907,V**** V**** By Z***,1|Batu|Villa|Batu
78927,R******* n*** B** B***,1|Malang|Hotel|Malang
78938,R******* @ V**** A**** 3,1|Malang|Hotel|Malang city
78941,O** 9**** V**** D*** & H******* B***,2|Malang|Bed & breakfast|Lawang
78956,O** 3*** T**** W******** H*******,2|Batu|Hotel|Batu
78959,O** 1*** P**** A*** R******** S******,2|Batu|Hotel|Batu
78962,G**** H******* By Z***,2|Batu|Hostel/Backpacker accommodation|Batu
78968,R******* S****** n*** B*** N**** S********** 2,1|Malang|Hotel|Malang city
78973,O** 9** C***** H****,3|Mojokerto|Hostel/Backpacker accommodation|Pacet
78976,G**** S****,2|Malang|Hotel|Malang city
78997,H**** Y** C***** (***** Y** C***** K********,4|Malang|Hotel|Malang
79002,R**** C****** H**** a** O*******,2|Mojokerto|Hostel/Backpacker accommodation|trawas
79003,A*** C******* a** R*****,0|Mojokerto|Hotel|Mojokerto
79008,O** 3*** I** a**,2|Mojokerto|Hotel|Mojokerto
79010,S*** ON 2*** D***** H******* F*****,1|Malang|Hostel/Backpacker accommodation|Sengkaling
79018,O** 9**** T****** H*******,2|Malang|Hotel|Malang city
79026,F***** G**** H****,3|Malang|Guest House|Malang
79033,O** 3** A**** K****** R*** H****,2|Mojokerto|Hotel|Mojokerto
79049,O** 9**** D**** E****** H**** S******,2|Malang|Hotel|Malang city
79055,T*** H*******,1|Malang|Hotel|Malang
79065,R******* n*** C**** M***,1|Malang|Hotel|Sukun
79078,O** 9**** R**** B**** T***** s******,2|Pasuruan|Bed & breakfast|Prigen
79079,P******* m** G**** H****,2|Malang|Hotel|Malang city
79092,B***** G**** H**** T**** M****** J***,2|Malang|Guest House|Klojen
79105,E******* S**** M*****,2|Malang|Hotel|Lowokwaru
79124,R******* n*** U********** N***** M*****,2|Malang|Hotel|Lowokwaru
79129,S**** G***** B******* G**** H****,3|Malang|Hotel|Malang
79131,R******* @ H******* G******,1|Malang|Hotel|Malang city
79133,S****,2|Malang|Guest House|Lowokwaru
79137,S*** ON 1*** L*** F***** R******** S******,2|Malang|Hostel/Backpacker accommodation|Lowokwaru
79138,De P**** S****** R*********,1|Malang|Hotel|Lowokwaru
79151,L******* G********* M*****,3|Malang|Hotel|Malang
79166,L** M** H**** P*****,2|Pasuruan|Hotel|Prigen
79180,R******* @ T***** 2,2|Pasuruan|Hotel|Prigen
79187,R******* n*** G******* S****** M*****,2|Malang|Hotel|Malang city
79196,G*** H**** M*****,3|Malang|Hotel|Malang city
79210,A*** A*** A*** M***** B***** R****** 1,0|Malang|Hotel|Malang
79217,H**** A***,2|Malang|Guest House|Klojen
79220,So B******* H*****,2|Malang|Hostel/Backpacker accommodation|Klojen
79236,R******* H***** @ M***** C*** C***** 2,2|Malang|Hotel|Klojen
79261,L*** G**** H****,1|Malang|Hotel|Klojen
79263,O***** G*****,3|Malang|Hotel|Klojen
79275,M**** M***** D*** H*****,1|East Java|Hostel/Backpacker accommodation|East Java
79280,V**** M*******,0|Pasuruan|Guest House|Pandaan
79281,R******* n*** U********** W******** M*****,2|Malang|Guest House|Malang city
79283,F**** H****,1|Malang|Hotel|Singosari
79284,O** 9**** P** S******,2|Malang|Bed & breakfast|Lowokwaru
79287,R******* n*** K****** W**** W****,2|Malang|Hotel|Klojen
79296,A*** L******** S***** 22 M*****,0|Malang|Hotel|Malang
79297,C**** R******** H**** & V****,3|Surabaya|Hotel|Lakarsantri
79298,Z** R**** n*** S****** K*** B***,0|Malang|Hotel|Klojen
79312,P********,1|Malang|Hotel|Blimbing
79337,R******* @ R******** M*****,2|Malang|Hotel|Blimbing
79343,O** 3** K****** S****** H*******,2|Malang|Hostel/Backpacker accommodation|Lowokwaru
79352,O** 9**** H******* M*****,2|Malang|Bed & breakfast|Blimbing
79357,S**** O** 1*** K*** F***** R********,2|Gresik|Hotel|Gresik
79368,K****** G**** H**** by P**** K****,3|Malang|Guest House|Blimbing
79382,O** 3*** H**** W******* S****** M*****,2|Malang|Hotel|Malang city
79393,S*** ON 2*** K***** K** F***** S******,2|Malang|Hotel|Malang city
79405,O** 1*** V******** F***** H****,2|Malang|Hostel/Backpacker accommodation|Blimbing
79408,O** 2*** T**** D*** V**** G*** V***,2|Pasuruan|Hotel|Prigen
79417,R******* S****** @ P******* S*******,2|Sidoarjo|Hotel|Sidoarjo
79442,R******* @ L*****,2|Malang|Hotel|Lawang
79452,G**** A** H****,0|Surabaya|Hotel|Sukomanunggal
79459,R******* n*** K******** N***** S*******,2|Surabaya|Hotel|Surabaya
79477,Y***** S******* R********* n*** M****** S*******,2|Surabaya|Hotel|Surabaya City Center
79509,De L*** H******* n*** A*** A*** S*******,2|Sidoarjo|Hotel|Sidoarjo
79514,C****** I** S*******,2|Sidoarjo|Hotel|Sidoarjo
79516,O** 3*** D***** H*******,2|Sidoarjo|Hotel|Sidoarjo
79522,R******* n*** C****** W**** 3,2|Surabaya|Hotel|Surabaya
79527,O** 1*** D***** H*******,2|Surabaya|Hotel|Dukuh Pakis
79534,R******* @ D**** P*** 1 S*******,2|Surabaya|Hotel|Sawahan
79546,H**** A******** By Z***,3|Surabaya|Hotel|Surabaya
79559,R******* n*** RS M**** K******* W***,2|Sidoarjo|Hotel|Sidoarjo
79578,R******* P*** @ P********,3|Pasuruan|Hotel|Pasuruan
79580,V******* H******* S****** 2 R*********,2|Surabaya|Hotel|Gayungan
79613,R******* n*** P******** T****** P**** 2 S*******,2|Surabaya|Hotel|Surabaya
79614,R******* P*** n*** C*** M*** S*******,3|Surabaya|Hotel|Wonocolo
79625,M*********************,3|Surabaya|Hotel|Sawahan
79637,A***** H**** E***** M***** S*******,2|Surabaya|Hotel|Embong Malang
79648,P****** H**** S*******,4|Surabaya|Hotel|Pabean Cantian
79651,Z** R**** K***** S*** W*******,3|Surabaya|Hotel|Tegalsari
79662,R******* n*** P**** T*** S******,2|Surabaya|Hotel|Bubutan
79671,O** 9**** P****** S******,2|Surabaya|Bed & breakfast|Sawahan
79692,U******** H**** K*** S*******,2|Surabaya|Hotel|Tegalsari
79695,V**** C****** H**** T******** S********,3|Surabaya|Hotel|Genteng
79713,B***** H**** D**** S*******,3|Surabaya|Hotel|Wonokromo
79717,H**** G**** K****** S****** 2,2|Surabaya|Hotel|Pabean Cantian
79725,H**** S**** J***** S*******,3|Surabaya|Hotel|Juanda
79735,R******* @ U*** S********,2|Surabaya|Hotel|Tegalsari
79748,H******* M****** W**** O***,2|Surabaya|Guest House|Tegalsari
79760,H******* E******** D*** W**** O*** By Z***,2|Surabaya|Guest House|Tegalsari
79766,M***** H****,3|Surabaya|Hotel|Genteng
79767,H**** G**** M*** By Z***,1|Surabaya|Hotel|Simokerto
79810,G S***** H**** S*******,3|Surabaya|Hotel|Gubeng
79826,S******* P****,0|Surabaya|Hotel|Surabaya
79830,A*** G***** K********,0|Surabaya|Hotel|Surabaya
79852,My S***** H**** S*******,1|Surabaya|Hostel/Backpacker accommodation|Surabaya
79869,C******** My T**** H****,4|Surabaya|Hotel|Tenggilis Mejoyo
79877,H**** T******,3|Sidoarjo|Hotel|Gedangan
79889,De R*** H****,3|Surabaya|Hotel|Gubeng
79909,R******* n*** J***** I************ A****** 2,2|Sidoarjo|Hotel|Sidoarjo
79932,O** 1*** P********* D**** II,2|Surabaya|Hotel|Tambaksari
79934,O** 2** I***** P****** N*****,0|Surabaya|Hotel|Surabaya
79938,O** 2*** M***** S**** S******** S****** H****,2|Sidoarjo|Bed & breakfast|Sidoarjo
79944,O** 1*** O*** D*****,2|Surabaya|Bed & breakfast|Gubeng
79946,G**** C****** B******* H****,0|Surabaya|Hotel|Rungkut
79947,R******* n*** K*** M*** S*******,2|Surabaya|Bed & breakfast|Surabaya
79950,B***** H**** S*******,3|Surabaya|Hotel|Manyar
79958,A*** R*** R****** J***** S*******,0|Surabaya|Hotel|Surabaya
79960,Z** R**** R*** R******,2|Surabaya|Hotel|Surabaya
79962,O** 2*** Az Z**** R******** S******,2|Surabaya|Bed & breakfast|Gunungsari
79964,R******* @ P***** C*****,1|Surabaya|Hotel|Rungkut
79970,(*** u*** R******* P****** @ R*** N******,3|Surabaya|Hotel|sedati
79979,My H**** H*******,2|Surabaya|Hotel|Surabaya
79988,H**** S******,3|Surabaya|Hotel|Surabaya
79993,H**** P******,1|Sidoarjo|Hotel|Sidoarjo
80004,T** A***** P****** H**** S*******,3|Surabaya|Hotel|Surabaya
80021,R**** K******** H*******,1|Surabaya|Hotel|Surabaya
80023,R******* @ R******,2|Surabaya|Hotel|Rungkut
80041,H******* B***** n*** W***** B***** T***** S*******,1|Sidoarjo|Hotel|Sidoarjo
80049,J**** H*******,3|Pasuruan|Guest House|Tosari
80053,O** 1*** P********* R****,2|Pasuruan|Hotel|Prigen
80067,G********* H**** R*********,1|Kotawaringin Timur|Hotel|Kotawaringin Timur
80073,C***** I**** H****,1|Probolinggo|Hotel|Probolinggo
80076,L***** S**** K**** I,2|Probolinggo|Guest House|Sukapura
80079,L**** H*******,2|Probolinggo|Guest House|Sukapura
80086,B**** H****** G*********,2|Probolinggo|Guest House|Sukapura
80087,O** 2*** P***** H******* B****,2|Probolinggo|Hotel|Probolinggo
80105,O** 2*** R**** S****** B**,2|Probolinggo|Hotel|Probolinggo
80115,R******* @ T***** P**********,2|Probolinggo|Hotel|Probolinggo
80120,O** 1*** P********* A****** S****** 2,2|Probolinggo|Bed & breakfast|Probolinggo
80123,O** 9** D***** V******,3|Probolinggo|Hotel|Sukapura
80127,C***** H*******,2|Probolinggo|Hotel|Mayangan
80129,V**** H*******,2|Probolinggo|Hotel|Probolinggo
80130,G**** J***** P**********,2|Probolinggo|Hotel|Probolinggo
80134,G**** H**** R**** W****** S******,1|Probolinggo|Hotel|Probolinggo
80147,B**** P*** H****,3|Probolinggo|Hotel|Probolinggo
80156,G**** A**** H**** L*******,1|Lumajang|Hotel|Lumajang
80186,A**** J***** H**** a** C********* C*****,4|Jember|Hotel|Kaliwates
80189,K********** H*******,1|Jember|Hotel|Kaliwates
80190,JC H******* J*****,3|Jember|Hotel|Jember
80195,J*** L**** H**** J*****,4|Jember|Hotel|Kaliwates
80198,S******* H**** J*****,0|Jember|Hotel|Jember
80230,R******* @ R******* KM 5 P***********,2|Palangkaraya|Hotel|Bundaran Besar
80242,A*** S****** P******* R******* Km 2** P***********,0|Palangkaraya|Hotel|Palangkaraya
80255,R******* P*** n*** B******* B**** P***********,3|Palangkaraya|Hotel|Jekan Raya
80259,U******** H**** G**** M****** P*********** by R*******,2|Palangkaraya|Hotel|Jekan Raya
80285,H**** H******** P*********** R*********,1|Palangkaraya|Hotel|Pahandut
80290,M**** U**** E** R*****,2|Banyuwangi|Hotel|Kalibaru
80321,G**** A*** S****** R*********,1|Banyuwangi|Hotel|Banyuwangi
80329,A******* H*******,0|Banyuwangi|Hotel|Banyuwangi
80334,S*** ON 1*** G**** K******,2|Banyuwangi|Hostel/Backpacker accommodation|Banyuwangi
80341,K********* R***** H*******,2|Banyuwangi|Guest House|Glagah
80347,K****** O**** I**,2|Banyuwangi|Guest House|Banyuwangi
80362,S*** ON 1*** P**** K***** R********,2|Banyuwangi|Hostel/Backpacker accommodation|Giri
80378,O** 5** M******** H******* S****** 1,2|Banyuwangi|Guest House|Banyuwangi
80382,O** 9**** W********,2|Banyuwangi|Bed & breakfast|Banyuwangi
80418,R******* n*** B********* B*** S******,2|Banyuwangi|Hotel|Banyuwangi
80421,F***** H**** K**** K*****,3|Kapuas|Hotel|Kapuas
80430,Z****** H******* S****** R*********,2|Banyuwangi|Hotel|Banyuwangi
80433,O** 3*** H**** D*** W******,2|Bali|Bed & breakfast|Gianyar
80473,O** 3*** E**** H****,2|Banjarmasin|Hotel|Banjarbaru
80482,A*** T**** M***** B******* P***** T****** 22 B**********,0|Banjarmasin|Hotel|Banjarmasin
80498,O** 1*** H**** S******* S*******,2|Banjarmasin|Hotel|Banjarmasin Timur
80500,U******** H**** G**** B**********,2|Banjarmasin|Hotel|Banjarmasin Timur
80516,J********* H****,3|Bali|Hotel|Bali
80523,T******* B**********,3|Banjarmasin|Hotel|Pemurus Dalam
80565,O** 9**** H** G*********,2|Banjarbaru|Bed & breakfast|Banjarbaru Utara
80574,K***** G**** H**** S******,2|Banjarbaru|Hotel|Banjarbaru
80588,O** 2*** A**** H*******,2|Banjarbaru|Hotel|Banjarbaru Utara
80590,O** 3*** H******* S***** W***** S******,2|Banjarbaru|Hotel|Banjarbaru Utara
80614,P***** P*****,3|Bali|Inn|Denpasar
80620,N****** L*****,3|Bali|Hotel|Lovina
80626,A***** B**** R*****,3|Bali|Hotel|Lovina
80628,B*** L***** B**** C*******,4|Bali|Hotel|Bali
80646,O** 3*** V****** V****,2|Bali|Hotel|Bali
80674,B*** L***,3|Bali|Bed & breakfast|Denpasar
80676,M**** G***** B******** By Z***,1|Bali|Hotel|Tabanan
80682,M********* H*******,1|Bali|Hotel|Denpasar
80713,V**** P****,3|Bali|Villa|Denpasar
80717,P*** U****** V*****,3|Bali|Hotel|Uluwatu
80734,A**** S**** V****,4|Bali|Hotel|Denpasar
80738,R******* n*** B******* H****** 2,2|Bali|Bed & breakfast|Bali
80747,A** G*** R*****,3|Bali|Resort|Denpasar
80748,B*** G**** H****,2|Bali|Hotel|Denpasar
80765,U**** B*** R*****,3|Bali|Hotel|Canggu
80766,P***** P***** S*** G**** H**** B*** R*********,2|Bali|Hotel|Uluwatu
80793,P****** S*** C***,3|Bali|Guest House|Denpasar
80800,F******** B********,2|Bali|Hotel|Denpasar
80814,J****** H*******,2|Bali|Bed & breakfast|Bali
80826,B*** D**** V**** a** R***** E*** B****,3|Bali|Resort|Bali
80833,E***** A**** R***** C*****,4|Bali|Hotel|Seminyak
80853,T** K***** C***** H****,4|Bali|Resort|Canggu
80857,D A**** S*** a** S*** C*****,3|Bali|Hotel|Canggu
80876,T** L***** K***** P****** U******,4|Bali|Villa|Pecatu
80885,G**** V****,0|Bali|Hotel|Denpasar
80911,A**** R***** B***,5|Bali|Hotel|JImbaran
80912,P**** V*** V****,0|Bali|Hotel|Denpasar
80929,T** W*** E*** B**** G********* By Z***,2|Bali|Hotel|Canggu
80954,T** C********* C***** by B** B*** H****** R******,3|Bali|Guest House|Canggu
80956,C***** B****** B***,4|Bali|Villa|Canggu
80957,O** 5** B*** M*** G**** H****,2|Bali|Hotel|badung
80962,L** R***** H**** C***** B***,5|Bali|Resort|Seminyak
80975,O** 9**** P*** K***** C*****,2|Bali|Hotel|Canggu
80977,A**** V*****,4|Bali|Hotel|Denpasar
80980,O** 3*** V**** K******,2|Bali|Hotel|Canggu
80988,M******* D********,4|Bali|Hotel|Denpasar
81009,A**** S**** R*****,3|Bali|Hotel|JImbaran
81012,V**** U***** B***,4|Bali|Villa|Denpasar
81043,K****** 1** By Z***,2|Bali|Hotel|JImbaran
81049,I*** R*** By Z***,2|Bali|Bed & breakfast|Canggu
81061,V**** D****,4|Bali|Villa|badung
81095,V**** G******,4|Bali|Villa|Denpasar
81099,A*** B******* R***** (******** T** A*** V*****,4|Bali|Hotel|Umalas
81115,I**** V*****,3|Bali|Villa|Denpasar
81153,H****** B**** S*****,3|Bali|Hotel|Seminyak
81157,O** 9**** L********* G**** H****,2|Bali|Bed & breakfast|Canggu
81197,C*** T*****,3|Bali|Hotel|badung
81207,A**** V***** B***,5|Bali|Hotel|JImbaran
81216,In C*** H*****,2|Bali|Bed & breakfast|Bali
81222,O** 9**** V**** G**** H****,2|Bali|Bed & breakfast|Seminyak
81223,Z** R**** C********** 1 S*******,3|Bali|Hotel|Seminyak
81275,A******* V***** C*****,0|Bali|Hotel|Canggu
81281,T** A*** U*****,3|Bali|Villa|Bali
81309,A***** V*****,5|Bali|Resort|Denpasar
81388,V**** K****,0|Bali|Hotel|Denpasar
81416,P*** S**** S*******,4|Bali|Hotel|Seminyak
81420,R**** V**** U*****,4|Bali|Hotel|Umalas
81441,S******** P********,3|Bali|Hotel|Denpasar
81444,d*********** P********* S******* (******** A**** B******* H*****,4|Bali|Hotel|Seminyak
81447,H**** I***** B*** S******* B****,5|Bali|Hotel|Seminyak
81466,R******* n*** S******* B****,2|Bali|Hotel|Seminyak
81476,B*** S****,3|Bali|Hotel|Denpasar
81482,3 P******* B******* H**** a** S**,3|Bali|Hotel|Denpasar
81487,AW R******** S*******,0|Bali|Hotel|Seminyak
81498,U** S****,5|Bali|Hotel|Denpasar
81509,L**** T**** S*******,3|Bali|Hotel|Seminyak
81543,V**** M****,0|Bali|Hotel|Denpasar
81561,D*** G********* B***,3|Bali|Guest House|Denpasar
81594,J*** R*****,3|Bali|Hotel|Denpasar
81609,M***** R********,3|Bali|Hotel|Kerobokan
81619,O** 2*** M****** H****,2|Bali|Hotel|badung
81632,B**** P****** H*******,2|Bali|Hotel|Bali
81634,B*** M****** B**** R***** a** S**,5|Bali|Resort|Legian
81646,S**** B*** H**** By Z***,2|Bali|Bed & breakfast|Legian
81653,A*** K***** B******* R*****,4|Bali|Resort|Kuta
81662,T***** C*******,2|Bali|Hotel|Seminyak
81665,T**** B*** K*** B****,4|Bali|Resort|Kuta
81675,V**** Z******,3|Bali|Villa|Denpasar
81679,J***** B*** v*****,0|Bali|Hotel|Denpasar
81694,J**** G***** L*****,0|Bali|Hotel|Legian
81699,T**** B******* B********,3|Bali|Hotel|Legian
81736,O** 3*** G**** R*** H*******,2|Bali|Hotel|badung
81740,F******** S***** S*******,3|Bali|Hotel|Seminyak
81755,S******** B****,3|Bali|Hotel|Denpasar
81773,O** 9**** R****** K*** R********,2|Bali|Bed & breakfast|Legian
81779,L***** E******,3|Bali|Hotel|Legian
81784,S******* B*** K*** R*****,5|Bali|Hotel|Kuta
81791,A R******** K***,3|Bali|Hotel|Kuta
81794,B** S**** H**** S*******,2|Bali|Hotel|Seminyak
81810,M******* V**** 4,3|Bali|Villa|Denpasar
81823,P*** T**** L**,3|Bali|Hotel|Denpasar
81833,O** 3*** V**** P*** R****,2|Bali|Hotel|Bali
81847,V**** J***** S*******,5|Bali|Villa|Seminyak
81851,S****** C*******,3|Bali|Hotel|Kuta
81872,V**** H**** J*******,2|Bali|Hotel|JImbaran
81884,R******* H***** n*** L**** M*** K***,2|Bali|Bed & breakfast|Bali
81927,A****** K***,3|Bali|Hotel|Bali
81941,A*** J******* W**** U****** 20 B***,0|Bali|Hotel|JImbaran
81973,C****** G****,2|Bali|Hostel/Backpacker accommodation|Denpasar
81979,Y**** B**** I** B***,3|Bali|Hotel|Kuta
81983,O** 4*** A** B**** I**,2|Bali|Hotel|badung
81988,T****** at K*** H****,3|Bali|Hotel|Kuta
81989,Z** R**** K*** B*******,3|Bali|Hotel|Kuta
81992,B*** H***** P******* S*******,3|Bali|Hotel|Seminyak
81996,L***** G**** H****,0|Bali|Hotel|Denpasar
82034,Z** R**** K*** T**** S*****,3|Bali|Hotel|Kuta
82062,F******** K*** S*****,3|Bali|Hotel|Kuta
82073,K*** D***** L****,3|Bali|Bed & breakfast|Bali
82075,S****** S*******,3|Bali|Hotel|Seminyak
82078,O** 2*** T**** M**** B**** I** 2,2|Bali|Hotel|badung
82090,B******* V*****,4|Bali|Villa|Legian
82098,A*** K*** S***** T**** W**** 2 B***,0|Bali|Hotel|Kuta
82110,AB H**** K***,3|Bali|Hotel|Kuta
82119,T** F**** K*** B***,3|Bali|Hotel|Bali
82125,O** 3*** P***** D**** J***,2|Bali|Hotel|badung
82128,G***** S*** H**** By Z***,3|Bali|Hotel|Kuta
82138,Z** H****,3|Bali|Hotel|Denpasar
82194,R******* at N***** S******* 2,2|Bali|Hotel|Seminyak
82233,Z** R**** K*** T*******,0|Bali|Hotel|Kuta
82234,D***** S**** a** R********,3|Bali|Hotel|Legian
82264,L A**** S*******,3|Bali|Hotel|Seminyak
82282,O** 9**** L***** M**** R********,2|Bali|Bed & breakfast|Legian
82293,G**** K*** H**** a** R********,4|Bali|Hotel|Kuta
82322,S****** B***,3|Bali|Hotel|Legian
82328,R******* @ M*** T*** D*****,2|Bali|Bed & breakfast|Bali
82329,F*** H**** S***** R***,3|Bali|Hotel|Legian
82345,E******* H**** K*** C******,2|Bali|Hotel|Kuta
82357,S** I***** S***** & S** G** G***,5|Bali|Villa|Uluwatu
82361,O** 9**** A**** A********,2|Bali|Bed & breakfast|Kuta
82363,U**** S***** H*** K***,2|Bali|Hotel|Legian
82377,A*** I***** K*** G****** P**** J******* B***,0|Bali|Hotel|Kuta
82389,K*** M****** H**** by U**** S*****,3|Bali|Hotel|Kuta
82410,Z** P****** K*** R****,0|Bali|Hotel|Bali
82414,K**** B**** G********* D*******,1|Bali|Hotel|Bali
82430,A*** J******* T**** B***** B********** 1 B***,0|Bali|Hotel|JImbaran
82445,R******* @ P************ D*******,2|Bali|Bed & breakfast|Bali
82449,S**** O** 3*** K*** R******** B***,2|Bali|Hotel|Bali
82465,V**** K*****,0|Bali|Hotel|Denpasar
82500,T** A**** V****,3|Bali|Villa|Seminyak
82504,W******** I** K***,2|Bali|Bed & breakfast|Bali
82513,H**** T*** B** & R**** A** S**** By Z***,1|Bali|Hotel|Singaraja
82515,R******* P*** n*** J**** I*** B***** D*******,3|Bali|Hotel|Denpasar
82545,O** 9**** V** S*** C****,2|Bali|Bed & breakfast|Denpasar
82562,A*** D******* S****** R*** P****** G*** T**** 2** B***,0|Bali|Hotel|Denpasar
82568,O** 9**** P***** 8** T**** R********,2|Bali|Bed & breakfast|Denpasar
82572,I**** R******** H****,1|Bali|Hotel|Denpasar
82576,H**** D**** 2 By Z***,2|Bali|Hostel/Backpacker accommodation|Denpasar
82577,O** 2*** H**** T**** W*****,2|Bali|Hotel|Denpasar
82599,V**** S****,3|Bali|Villa|Denpasar
82606,U** V***** B***,0|Bali|Hotel|Denpasar
82610,M***** T******* B*** B******* H****,3|Bali|Hotel|Nusa Dua
82616,C***** S*** H**** D*******,2|Bali|Hotel|Denpasar
82618,T** S***** R********,3|Bali|Villa|Nusa Dua
82633,S******* V**** By Z***,5|Bali|Hotel|Nusa Dua
82635,G*** V**** By Z***,1|Bali|Hotel|Nusa Dua
82648,A*** V**** By Z***,2|Bali|Villa|badung
82653,A***** V**** By Z***,4|Bali|Villa|Kuta
82668,S***** B*** S***** a** V*****,5|Bali|Resort|Nusa Dua
82689,S**** O** 3*** H**** R***,2|Bali|Hotel|Denpasar
82692,O** 9**** H**** D****,2|Bali|Bed & breakfast|Denpasar
82694,C******* H****,2|Bali|Guest House|Nusa Dua
82706,T** G**** B*** P*** H****,2|Bali|Hotel|Denpasar
82708,P*** A** H****,3|Bali|Hotel|Denpasar
82709,H**** N****,2|Bali|Hotel|Denpasar
82724,C***** B**** G***** A** S****,2|Bali|Hotel|Denpasar
82732,P***** A**** B** a** B********,3|Bali|Bed & breakfast|Nusa Dua
82737,R**** B***,4|Bali|Hotel|Denpasar
82794,P*** B**** S**** B*******,0|Bali|Hotel|Denpasar
82800,B*** N*** D** H**** a** C*********,5|Bali|Hotel|Nusa Dua
82816,V**** V**** U***,3|Bali|Villa|Ubud
82834,S****** L*****,2|Bali|Bed & breakfast|Denpasar
82837,Z** R**** D******* M********,2|Bali|Hotel|Denpasar
82839,R***** A**** R***** a** V*****,4|Bali|Resort|Denpasar
82871,A*** R**** T**** B***** S****** 27 B***,0|Bali|Hotel|Bali
82872,K*** S*** B*** V*****,4|Bali|Villa|Bali
